incident_num,offence_code_group,occurred_on_date,UCR_part,latitude,longitude
I182050955,Larceny,"29/06/2018 04:00","Part One",4.233.679.150,"-7.107.608.909"
I182051814,"Commercial Burglary","29/06/2018 04:00","Part One",4.232.639.844,"-7.111.152.626"
I182051998,Larceny,"29/06/2018 05:25","Part One",4.233.210.843,"-7.107.014.395"
I182049606,"Auto Theft","29/06/2018 07:00","Part One",4.231.960.766,"-7.107.215.689"
I182050940,"Aggravated Assault","29/06/2018 07:00","Part One",4.230.013.580,"-7.107.563.344"
I182050937,"Commercial Burglary","29/06/2018 07:50","Part One",4.228.048.456,"-7.109.256.731"
I182063074,Larceny,"29/06/2018 08:00","Part One",4.233.611.274,"-7.110.927.826"
I182050991,"Larceny From Motor Vehicle","29/06/2018 09:30","Part One",4.230.506.946,"-7.107.633.253"
I182051004,Larceny,"29/06/2018 09:35","Part One",4.232.206.077,"-7.105.680.459"
I182051010,Larceny,"29/06/2018 10:02","Part One",4.235.125.902,"-7.106.009.371"
I182051035,Larceny,"29/06/2018 10:03","Part One",4.232.712.014,"-7.109.034.535"
I182051022,Larceny,"29/06/2018 10:45","Part One",4.235.657.707,"-7.114.883.784"
I182050982,Robbery,"29/06/2018 10:57","Part One",4.228.313.230,"-7.108.721.870"
I182050993,Larceny,"29/06/2018 11:09","Part One",4.230.846.634,"-7.108.327.830"
I182051278,Larceny,"29/06/2018 11:30","Part One",4.236.179.428,"-7.105.711.270"
I182051012,"Commercial Burglary","29/06/2018 11:41","Part One",4.226.909.851,"-7.109.361.458"
I182051870,Larceny,"29/06/2018 12:00","Part One",4.226.253.888,"-7.116.506.913"
I182053625,Larceny,"29/06/2018 12:00","Part One",4.229.987.641,"-7.111.652.895"
I182054240,"Larceny From Motor Vehicle","29/06/2018 12:00","Part One",4.234.447.409,"-7.108.889.326"
I182056807,Larceny,"29/06/2018 12:00","Part One",4.233.076.942,"-7.107.766.482"
I182051038,Larceny,"29/06/2018 13:28","Part One",4.235.095.909,"-7.107.412.780"
I182051051,"Aggravated Assault","29/06/2018 13:51","Part One",4.230.987.217,"-7.107.959.478"
I182051057,Larceny,"29/06/2018 14:00","Part One",4.235.358.129,"-7.106.236.665"
I182051062,"Auto Theft","29/06/2018 14:00","Part One",4.233.210.843,"-7.107.014.395"
I182051132,"Larceny From Motor Vehicle","29/06/2018 14:00","Part One",4.230.919.422,"-7.108.488.946"
I182053911,Larceny,"29/06/2018 14:00","Part One",4.235.683.318,"-7.105.842.905"
I182051101,"Aggravated Assault","29/06/2018 14:13","Part One",4.231.381.471,"-7.108.368.372"
I182051071,Larceny,"29/06/2018 14:14","Part One",4.230.870.401,"-7.106.844.484"
I182051850,"Larceny From Motor Vehicle","29/06/2018 14:30","Part One",4.228.072.751,"-7.107.713.631"
I182051078,"Larceny From Motor Vehicle","29/06/2018 14:40","Part One",4.235.163.300,"-7.105.958.800"
I182051102,Larceny,"29/06/2018 14:47","Part One",4.230.305.364,"-7.105.863.777"
I182051072,Larceny,"29/06/2018 14:58","Part One",4.227.531.312,"-7.111.587.798"
I182051124,"Residential Burglary","29/06/2018 15:03","Part One",4.231.027.201,"-7.109.249.374"
I182051620,Larceny,"29/06/2018 16:00","Part One",4.233.387.137,"-7.103.940.721"
I182051637,"Larceny From Motor Vehicle","29/06/2018 16:00","Part One",4.231.054.545,"-7.108.179.328"
I182055861,Larceny,"29/06/2018 16:00","Part One",4.231.940.816,"-7.108.140.505"
I182051196,Larceny,"29/06/2018 17:21","Part One",4.232.445.145,"-7.105.810.680"
I182051121,Larceny,"29/06/2018 17:30","Part One",4.235.942.556,"-7.105.288.819"
I182051112,Larceny,"29/06/2018 17:33","Part One",4.235.125.244,"-7.107.036.700"
I182051144,Larceny,"29/06/2018 19:45","Part One",4.235.594.239,"-7.106.258.333"
I182051311,"Auto Theft","29/06/2018 20:00","Part One",4.232.502.384,"-7.105.925.160"
I182051461,"Auto Theft","29/06/2018 20:00","Part One",4.227.172.014,"-7.107.850.174"
I182051138,"Larceny From Motor Vehicle","29/06/2018 20:03","Part One",4.228.847.731,"-7.107.193.442"
I182051389,Larceny,"29/06/2018 20:05","Part One",4.231.614.182,"-7.109.833.064"
I182051161,"Aggravated Assault","29/06/2018 20:38","Part One",4.228.368.807,"-7.106.587.898"
I182051283,"Residential Burglary","29/06/2018 21:00","Part One",4.233.468.269,"-7.110.699.046"
I182051335,"Larceny From Motor Vehicle","29/06/2018 21:30","Part One",4.230.626.249,"-7.107.633.157"
I182051174,Robbery,"29/06/2018 21:41","Part One",4.232.291.406,"-7.110.328.402"
I182051176,"Larceny From Motor Vehicle","29/06/2018 22:00","Part One",4.231.532.445,"-7.110.427.615"
I182051198,"Aggravated Assault","29/06/2018 23:39","Part One",4.239.214.603,"-7.100.893.922"
I182051199,"Commercial Burglary","29/06/2018 23:52","Part One",4.235.827.471,"-7.107.057.867"
I182051194,"Larceny From Motor Vehicle","30/06/2018 00:00","Part One",4.229.091.867,"-7.108.767.813"
I182051344,Larceny,"30/06/2018 00:00","Part One",4.235.053.260,"-7.105.109.553"
I182051262,"Larceny From Motor Vehicle","30/06/2018 00:15","Part One",4.235.125.902,"-7.106.009.371"
I182051203,"Aggravated Assault","30/06/2018 00:18","Part One",4.228.688.930,"-7.109.222.991"
I182051219,Larceny,"30/06/2018 00:30","Part One",4.235.486.542,"-7.113.259.322"
I182051210,Homicide,"30/06/2018 00:41","Part One",4.235.198.700,"-7.116.510.001"
I182051206,Larceny,"30/06/2018 00:52","Part One",4.237.172.932,"-7.103.899.985"
I182051216,Larceny,"30/06/2018 01:30","Part One",4.229.767.279,"-7.104.941.018"
I182051258,Robbery,"30/06/2018 02:15","Part One",4.235.902.548,"-7.105.567.996"
I182051229,"Aggravated Assault","30/06/2018 02:36","Part One",4.234.591.175,"-7.113.842.377"
I182051246,"Residential Burglary","30/06/2018 03:40","Part One",4.233.757.656,"-7.109.945.172"
I182051256,"Commercial Burglary","30/06/2018 04:02","Part One",4.233.367.559,"-7.102.711.070"
I182051257,"Residential Burglary","30/06/2018 04:43","Part One",4.234.403.563,"-7.108.117.746"
I182051265,"Auto Theft","30/06/2018 06:00","Part One",4.230.559.368,"-7.105.887.861"
I182051264,Robbery,"30/06/2018 07:11","Part One",4.232.553.801,"-7.106.579.592"
I182054976,Larceny,"30/06/2018 09:00","Part One",4.227.133.005,"-7.108.299.865"
I182051299,Larceny,"30/06/2018 09:50","Part One",4.234.241.899,"-7.109.678.306"
I182051334,"Larceny From Motor Vehicle","30/06/2018 10:00","Part One",4.236.643.546,"-7.106.135.413"
I182051305,Larceny,"30/06/2018 10:48","Part One",4.235.317.358,"-7.107.266.833"
I182059085,"Residential Burglary","30/06/2018 11:00","Part One",4.231.027.201,"-7.109.249.374"
I182051352,Larceny,"30/06/2018 12:30","Part One",4.236.109.742,"-7.106.206.081"
I182051604,Larceny,"30/06/2018 12:40","Part One",4.235.237.073,"-7.107.227.173"
I182051349,Robbery,"30/06/2018 12:50","Part One",4.235.988.372,"-7.106.016.189"
I182051362,Larceny,"30/06/2018 13:24","Part One",4.235.997.967,"-7.105.474.135"
I182044998,"Auto Theft","30/06/2018 13:30","Part One",4.234.239.114,"-7.108.872.018"
I182051350,"Aggravated Assault","30/06/2018 13:39","Part One",4.229.861.988,"-7.108.511.004"
I182051361,Larceny,"30/06/2018 13:55","Part One",4.236.109.742,"-7.106.206.081"
I182051403,"Residential Burglary","30/06/2018 15:00","Part One",4.232.188.540,"-7.107.906.279"
I182051386,Larceny,"30/06/2018 15:29","Part One",4.225.545.720,"-7.112.078.435"
I182051396,Larceny,"30/06/2018 15:42","Part One",4.227.294.749,"-7.107.154.272"
I182051390,Robbery,"30/06/2018 16:19","Part One",4.232.692.112,"-7.105.841.861"
I182051561,"Auto Theft","30/06/2018 17:00","Part One",4.231.993.329,"-7.109.941.432"
I182051583,"Larceny From Motor Vehicle","30/06/2018 17:00","Part One",4.226.548.267,"-7.110.516.125"
I182051596,"Larceny From Motor Vehicle","30/06/2018 17:00","Part One",4.234.993.026,"-7.109.407.011"
I182051409,"Auto Theft","30/06/2018 17:54","Part One",4.237.766.000,"-7.103.560.198"
I182051413,Larceny,"30/06/2018 18:12","Part One",4.234.862.382,"-7.108.277.637"
I182077219,Larceny,"30/06/2018 18:30","Part One",4.232.648.547,"-7.105.487.817"
I182051418,"Aggravated Assault","30/06/2018 18:41","Part One",4.238.371.689,"-7.099.858.511"
I182051425,Larceny,"30/06/2018 19:21","Part One",4.234.999.733,"-7.108.103.440"
I182051861,Larceny,"30/06/2018 19:30","Part One",4.229.368.748,"-7.107.692.422"
I182051427,Larceny,"30/06/2018 19:39","Part One",4.230.455.372,"-7.108.295.366"
I182051448,Larceny,"30/06/2018 19:47","Part One",4.233.330.171,"-7.108.181.675"
I182051439,Larceny,"30/06/2018 20:10","Part One",4.234.862.382,"-7.108.277.637"
I182051445,Larceny,"30/06/2018 20:44","Part One",4.229.257.648,"-7.107.179.406"
I182051440,Larceny,"30/06/2018 21:03","Part One",4.234.112.700,"-7.108.115.200"
I182051450,Robbery,"30/06/2018 21:18","Part One",4.235.037.870,"-7.107.626.098"
I182051444,"Larceny From Motor Vehicle","30/06/2018 21:24","Part One",4.234.750.972,"-7.109.011.373"
I182054050,"Larceny From Motor Vehicle","30/06/2018 21:30","Part One",4.235.504.102,"-7.116.177.687"
I182051599,"Commercial Burglary","30/06/2018 23:00","Part One",4.228.282.878,"-7.109.182.490"
I182051482,"Aggravated Assault","30/06/2018 23:46","Part One",4.224.186.532,"-7.113.277.504"
I182051631,"Auto Theft","01/07/2018 00:02","Part One",4.237.080.805,"-7.104.292.706"
I182051516,"Auto Theft","01/07/2018 00:13","Part One",4.227.683.754,"-7.109.526.440"
I182051479,"Residential Burglary","01/07/2018 00:16","Part One",4.234.063.708,"-7.107.572.281"
I182051484,"Larceny From Motor Vehicle","01/07/2018 00:18","Part One",4.234.993.026,"-7.109.407.011"
I182051483,"Residential Burglary","01/07/2018 00:21","Part One",4.228.405.737,"-7.112.686.562"
I182051505,Larceny,"01/07/2018 02:27","Part One",4.235.997.967,"-7.105.474.135"
I182051507,Robbery,"01/07/2018 02:54","Part One",4.235.105.768,"-7.106.878.946"
I182051511,Larceny,"01/07/2018 03:18","Part One",4.234.373.929,"-7.104.499.632"
I182051525,"Commercial Burglary","01/07/2018 04:35","Part One",4.227.968.299,"-7.109.286.048"
I182051536,Robbery,"01/07/2018 05:50","Part One",4.234.326.644,"-7.109.719.321"
I182054391,Larceny,"01/07/2018 06:00","Part One",4.234.439.568,"-7.108.632.016"
I182051549,Larceny,"01/07/2018 08:53","Part One",4.234.559.671,"-7.108.781.041"
I182051565,Larceny,"01/07/2018 09:22","Part One",4.229.131.613,"-7.107.170.293"
I182056248,Larceny,"01/07/2018 09:30","Part One",4.235.037.870,"-7.107.626.098"
I182051615,Larceny,"01/07/2018 10:49","Part One",4.233.079.359,"-7.105.030.994"
I182051742,"Auto Theft","01/07/2018 12:30","Part One",4.230.175.853,"-7.107.462.980"
I182051643,Robbery,"01/07/2018 14:49","Part One",4.233.014.012,"-7.105.695.787"
I182051674,Larceny,"01/07/2018 15:45","Part One",4.235.176.179,"-7.107.452.168"
I182051694,"Residential Burglary","01/07/2018 16:41","Part One",4.228.378.654,"-7.108.715.810"
I182051668,Larceny,"01/07/2018 16:59","Part One",4.232.170.406,"-7.109.329.293"
I182051717,"Larceny From Motor Vehicle","01/07/2018 17:00","Part One",4.232.324.394,"-7.107.642.483"
I182051676,"Aggravated Assault","01/07/2018 17:10","Part One",4.230.715.639,"-7.106.245.539"
I182051704,Larceny,"01/07/2018 18:26","Part One",4.235.637.531,"-7.106.213.513"
I182051695,Larceny,"01/07/2018 18:31","Part One",4.234.295.139,"-7.108.314.540"
I182051703,"Aggravated Assault","01/07/2018 18:40","Part One",4.232.925.905,"-7.108.482.402"
I182051700,Larceny,"01/07/2018 19:13","Part One",4.234.234.193,"-7.105.633.276"
I182055945,"Larceny From Motor Vehicle","01/07/2018 19:13","Part One",4.238.685.489,"-7.100.738.288"
I182051728,"Aggravated Assault","01/07/2018 20:00","Part One",4.228.594.500,"-7.111.870.650"
I182051735,"Aggravated Assault","01/07/2018 20:22","Part One",4.230.938.437,"-7.108.262.277"
I182051725,Robbery,"01/07/2018 21:00","Part One",4.237.912.706,"-7.106.122.663"
I182051765,"Auto Theft","01/07/2018 22:30","Part One",4.234.942.050,"-7.108.315.800"
I182051766,"Aggravated Assault","01/07/2018 23:02","Part One",4.230.751.797,"-7.107.091.042"
I182049046,"Auto Theft","02/07/2018 00:00","Part One",4.230.178.949,"-7.105.514.183"
I182054019,"Aggravated Assault","02/07/2018 00:00","Part One",4.235.555.336,"-7.115.274.721"
I182051793,Larceny,"02/07/2018 00:45","Part One",4.234.091.586,"-7.108.771.531"
I182051852,Larceny,"02/07/2018 01:20","Part One",4.233.152.148,"-7.107.085.307"
I182051778,"Larceny From Motor Vehicle","02/07/2018 01:21","Part One",4.235.979.038,"-7.107.078.234"
I182051798,"Commercial Burglary","02/07/2018 02:42","Part One",4.228.370.031,"-7.104.776.143"
I182051800,"Aggravated Assault","02/07/2018 03:35","Part One",4.233.152.148,"-7.107.085.307"
I182051801,"Commercial Burglary","02/07/2018 03:46","Part One",4.226.909.851,"-7.109.361.458"
I182051818,"Larceny From Motor Vehicle","02/07/2018 07:40","Part One",4.236.410.725,"-7.106.244.855"
I182051808,"Auto Theft","02/07/2018 07:54","Part One",4.232.725.736,"-7.109.274.062"
I182052811,"Larceny From Motor Vehicle","02/07/2018 08:00","Part One",4.233.825.572,"-7.107.920.918"
I182051949,Larceny,"02/07/2018 09:00","Part One",4.233.210.843,"-7.107.014.395"
I182052010,Larceny,"02/07/2018 09:00","Part One",4.235.426.247,"-7.105.883.334"
I182051865,"Auto Theft","02/07/2018 10:00","Part One",4.235.554.806,"-7.106.073.140"
I182054168,Larceny,"02/07/2018 10:00","Part One",4.226.021.476,"-7.115.122.006"
I182051845,"Auto Theft","02/07/2018 10:12","Part One",4.235.554.806,"-7.106.073.140"
I182051844,Larceny,"02/07/2018 10:27","Part One",4.234.983.631,"-7.107.105.135"
I182051889,Larceny,"02/07/2018 11:26","Part One",4.230.369.670,"-7.107.104.897"
I182051871,"Aggravated Assault","02/07/2018 11:30","Part One",4.228.059.505,"-7.117.091.524"
I182051878,Larceny,"02/07/2018 12:08","Part One",4.234.802.988,"-7.113.550.939"
I182052222,Larceny,"02/07/2018 12:30","Part One",4.234.389.981,"-7.109.486.424"
I182051897,"Auto Theft","02/07/2018 12:49","Part One",4.233.543.510,"-7.107.840.204"
I182051936,"Larceny From Motor Vehicle","02/07/2018 13:00","Part One",4.234.102.033,"-7.107.972.113"
I182052152,Larceny,"02/07/2018 13:00","Part One",4.228.813.676,"-7.109.475.747"
I182052107,"Larceny From Motor Vehicle","02/07/2018 14:00","Part One",4.231.925.844,"-7.110.003.222"
I182051929,Larceny,"02/07/2018 14:04","Part One",4.229.203.320,"-7.109.399.300"
I182051940,Larceny,"02/07/2018 14:25","Part One",4.235.095.909,"-7.107.412.780"
I182051971,Larceny,"02/07/2018 15:30","Part One",4.236.116.798,"-7.106.355.607"
I172062205,Larceny,"02/07/2018 16:30","Part One",4.234.828.507,"-7.108.822.906"
I182051992,Larceny,"02/07/2018 17:03","Part One",4.230.854.728,"-7.105.821.219"
I182051990,"Auto Theft","02/07/2018 17:32","Part One",4.233.801.748,"-7.104.905.688"
I182051997,Larceny,"02/07/2018 17:54","Part One",4.235.231.190,"-7.106.370.510"
I182052005,"Residential Burglary","02/07/2018 18:00","Part One",4.236.771.769,"-7.105.500.366"
I182052071,"Auto Theft","02/07/2018 18:00","Part One",4.235.108.400,"-7.105.939.500"
I182052040,"Larceny From Motor Vehicle","02/07/2018 18:30","Part One",4.231.424.363,"-7.106.258.627"
I182052836,Larceny,"02/07/2018 19:00","Part One",4.235.913.932,"-7.106.196.905"
I182052032,"Auto Theft","02/07/2018 19:15","Part One",4.230.554.440,"-7.107.176.554"
I182052033,Robbery,"02/07/2018 19:30","Part One",4.230.889.840,"-7.108.305.190"
I182052043,"Larceny From Motor Vehicle","02/07/2018 20:00","Part One",4.236.451.330,"-7.106.289.532"
I182053846,"Other Burglary","02/07/2018 20:00","Part One",4.235.879.719,"-7.113.113.250"
I182067883,"Aggravated Assault","02/07/2018 20:00","Part One",4.234.730.980,"-7.107.915.167"
I182052124,"Commercial Burglary","02/07/2018 21:00","Part One",4.228.945.401,"-7.107.280.280"
I182052065,"Aggravated Assault","02/07/2018 22:19","Part One",4.229.722.832,"-7.106.103.916"
I182052073,"Auto Theft","02/07/2018 22:58","Part One",4.231.432.112,"-7.107.900.586"
I182052087,Larceny,"02/07/2018 23:50","Part One",4.230.030.819,"-7.107.206.425"
I182052089,Robbery,"02/07/2018 23:56","Part One",4.230.893.903,"-7.106.461.576"
I182052215,"Larceny From Motor Vehicle","03/07/2018 01:00","Part One",4.231.810.467,"-7.105.258.004"
I182053172,Larceny,"03/07/2018 01:09","Part One",4.235.289.584,"-7.114.716.061"
I182052197,"Larceny From Motor Vehicle","03/07/2018 01:30","Part One",4.237.592.657,"-7.103.222.458"
I182052104,"Aggravated Assault","03/07/2018 04:21","Part One",4.232.130.010,"-7.108.567.786"
I182052183,"Residential Burglary","03/07/2018 07:30","Part One",4.232.155.229,"-7.110.244.044"
I182052123,"Auto Theft","03/07/2018 07:43","Part One",4.228.688.370,"-7.107.944.450"
I182052290,Larceny,"03/07/2018 08:00","Part One",4.236.073.358,"-7.106.637.580"
I182052211,"Larceny From Motor Vehicle","03/07/2018 13:00","Part One",4.232.426.166,"-7.109.036.321"
I182052508,Larceny,"03/07/2018 13:13","Part One",4.228.863.812,"-7.106.631.579"
I182052204,"Larceny From Motor Vehicle","03/07/2018 13:14","Part One",4.235.461.588,"-7.114.434.075"
I182052220,Larceny,"03/07/2018 13:24","Part One",4.232.614.559,"-7.105.349.144"
I182052217,Larceny,"03/07/2018 13:59","Part One",4.231.168.453,"-7.105.750.327"
I182052415,Larceny,"03/07/2018 14:00","Part One",4.235.160.937,"-7.105.600.201"
I182052980,Larceny,"03/07/2018 14:00","Part One",4.234.947.586,"-7.107.640.150"
I182052218,Larceny,"03/07/2018 14:01","Part One",4.227.130.225,"-7.107.442.362"
I182052224,"Larceny From Motor Vehicle","03/07/2018 14:38","Part One",4.231.587.563,"-7.108.310.526"
I182052225,Robbery,"03/07/2018 14:50","Part One",4.235.754.620,"-7.105.881.953"
I182054176,"Auto Theft","03/07/2018 15:00","Part One",4.229.220.756,"-7.112.043.423"
I182052247,"Aggravated Assault","03/07/2018 15:57","Part One",4.228.783.269,"-7.109.016.904"
I182053598,"Residential Burglary","03/07/2018 16:00","Part One",4.236.531.295,"-7.105.565.803"
I182052261,Larceny,"03/07/2018 16:25","Part One",4.232.809.966,"-7.106.321.676"
I182052685,"Larceny From Motor Vehicle","03/07/2018 17:00","Part One",4.236.183.857,"-7.105.976.489"
I182052264,Robbery,"03/07/2018 17:28","Part One",4.237.357.854,"-7.103.688.491"
I182052298,Larceny,"03/07/2018 18:10","Part One",4.226.194.848,"-7.110.971.613"
I182052284,Larceny,"03/07/2018 18:32","Part One",4.233.330.171,"-7.108.181.675"
I182053200,Larceny,"03/07/2018 18:51","Part One",4.230.960.675,"-7.106.564.658"
I182055064,"Larceny From Motor Vehicle","03/07/2018 19:00","Part One",4.234.488.838,"-7.107.558.850"
I182052301,Robbery,"03/07/2018 19:32","Part One",4.231.545.570,"-7.107.808.193"
I182052314,Larceny,"03/07/2018 19:54","Part One",4.234.999.733,"-7.108.103.440"
I182052336,Larceny,"03/07/2018 20:26","Part One",4.235.648.631,"-7.105.928.145"
I182052337,Larceny,"03/07/2018 20:26","Part One",4.233.511.904,"-7.107.491.710"
I182052315,Larceny,"03/07/2018 20:29","Part One",4.227.531.312,"-7.111.587.798"
I182052340,Larceny,"03/07/2018 20:57","Part One",4.236.240.281,"-7.106.954.652"
I182052417,"Commercial Burglary","03/07/2018 21:00","Part One",4.232.137.427,"-7.105.679.486"
I182052788,"Larceny From Motor Vehicle","03/07/2018 21:00","Part One",4.229.532.845,"-7.105.522.499"
I182052334,"Aggravated Assault","03/07/2018 21:09","Part One",4.227.839.920,"-7.106.636.305"
I182052345,"Residential Burglary","03/07/2018 21:13","Part One",4.233.016.218,"-7.105.505.492"
I182052342,Larceny,"03/07/2018 21:38","Part One",4.230.511.791,"-7.108.019.088"
I182052348,Larceny,"03/07/2018 22:00","Part One",4.230.371.229,"-7.107.180.723"
I182052350,Larceny,"03/07/2018 22:24","Part One",4.237.972.223,"-7.106.755.953"
I182052443,Larceny,"03/07/2018 22:30","Part One",4.233.189.752,"-7.106.908.191"
I182052347,"Auto Theft","03/07/2018 22:54","Part One",4.228.945.401,"-7.107.280.280"
I182052384,Larceny,"03/07/2018 22:58","Part One",4.237.515.337,"-7.106.409.893"
I182053390,"Aggravated Assault","03/07/2018 23:00","Part One",4.234.997.256,"-7.106.348.817"
I182052358,"Aggravated Assault","03/07/2018 23:08","Part One",4.235.864.336,"-7.114.599.484"
I182052365,Homicide,"03/07/2018 23:39","Part One",4.231.499.803,"-7.109.194.485"
I182052681,"Commercial Burglary","04/07/2018 00:00","Part One",4.232.639.844,"-7.111.152.626"
I182052372,"Aggravated Assault","04/07/2018 00:16","Part One",4.231.368.925,"-7.107.427.080"
I182052418,Larceny,"04/07/2018 00:30","Part One",4.228.289.436,"-7.108.096.745"
I182052473,"Aggravated Assault","04/07/2018 01:00","Part One",4.230.896.597,"-7.108.447.123"
I182052393,"Aggravated Assault","04/07/2018 02:01","Part One",4.233.380.238,"-7.108.880.867"
I182052394,"Commercial Burglary","04/07/2018 03:30","Part One",4.231.661.027,"-7.105.669.382"
I182052411,Larceny,"04/07/2018 06:56","Part One",4.230.711.797,"-7.111.616.530"
I182052426,Larceny,"04/07/2018 07:59","Part One",4.228.187.061,"-7.108.751.152"
I182052737,"Larceny From Motor Vehicle","04/07/2018 08:00","Part One",4.228.393.145,"-7.111.733.126"
I182052856,"Larceny From Motor Vehicle","04/07/2018 08:00","Part One",4.230.540.715,"-7.106.547.135"
I182052419,Larceny,"04/07/2018 08:53","Part One",4.227.357.721,"-7.106.770.430"
I182055268,Larceny,"04/07/2018 09:00","Part One",4.235.095.909,"-7.107.412.780"
I182052430,"Residential Burglary","04/07/2018 09:16","Part One",4.227.386.225,"-7.109.369.539"
I182052422,"Larceny From Motor Vehicle","04/07/2018 09:24","Part One",4.234.146.610,"-7.109.082.781"
I182052733,"Auto Theft","04/07/2018 10:30","Part One",4.227.758.926,"-7.111.755.202"
I182054389,Larceny,"04/07/2018 11:00","Part One",4.234.439.568,"-7.108.632.016"
I182052478,Larceny,"04/07/2018 11:14","Part One",4.235.602.373,"-7.106.177.615"
I182052504,Larceny,"04/07/2018 11:55","Part One",4.234.840.576,"-7.108.688.339"
I182052475,"Auto Theft","04/07/2018 12:00","Part One",4.227.802.074,"-7.108.403.295"
I182052481,Larceny,"04/07/2018 12:12","Part One",4.235.202.275,"-7.105.932.000"
I182052530,Larceny,"04/07/2018 12:50","Part One",4.235.997.967,"-7.105.474.135"
I182052471,Larceny,"04/07/2018 12:58","Part One",4.233.400.810,"-7.110.527.895"
I182052485,Robbery,"04/07/2018 13:25","Part One",4.228.608.881,"-7.114.255.416"
I182052523,"Auto Theft","04/07/2018 14:00","Part One",4.226.761.320,"-7.109.848.676"
I182052612,"Residential Burglary","04/07/2018 14:00","Part One",4.231.865.822,"-7.110.067.180"
I182053238,"Residential Burglary","04/07/2018 14:00","Part One",4.232.458.598,"-7.108.214.495"
I182054915,"Larceny From Motor Vehicle","04/07/2018 14:00","Part One",4.231.590.678,"-7.105.257.093"
I182052486,Larceny,"04/07/2018 14:11","Part One",4.232.527.567,"-7.108.351.579"
I182052501,Larceny,"04/07/2018 14:23","Part One",4.231.283.412,"-7.108.974.712"
I182054204,Larceny,"04/07/2018 14:25","Part One",4.235.438.252,"-7.105.213.281"
I182052514,Larceny,"04/07/2018 15:29","Part One",4.231.696.650,"-7.108.254.058"
I182052516,Larceny,"04/07/2018 16:15","Part One",4.232.734.996,"-7.108.309.850"
I182052533,Larceny,"04/07/2018 16:23","Part One",4.230.376.754,"-7.107.737.055"
I182052585,"Aggravated Assault","04/07/2018 17:40","Part One",4.235.571.985,"-7.106.110.871"
I182054397,Larceny,"04/07/2018 18:00","Part One",4.235.968.029,"-7.114.097.272"
I182052553,"Aggravated Assault","04/07/2018 18:40","Part One",4.231.224.327,"-7.107.549.901"
I182052562,Larceny,"04/07/2018 18:48","Part One",4.233.267.994,"-7.110.957.900"
I182052565,Larceny,"04/07/2018 19:15","Part One",4.235.331.987,"-7.106.102.314"
I182052566,"Aggravated Assault","04/07/2018 19:40","Part One",4.232.925.905,"-7.108.482.402"
I182052736,"Auto Theft","04/07/2018 20:30","Part One",4.233.190.787,"-7.104.412.969"
I182052586,"Residential Burglary","04/07/2018 20:51","Part One",4.233.389.210,"-7.103.813.605"
I182052594,"Aggravated Assault","04/07/2018 21:00","Part One",4.235.451.931,"-7.107.588.082"
I182052588,"Auto Theft","04/07/2018 21:30","Part One",4.235.043.297,"-7.105.873.158"
I182052611,"Aggravated Assault","04/07/2018 21:42","Part One",4.227.732.507,"-7.109.483.139"
I182052602,Homicide,"04/07/2018 21:50","Part One",4.231.841.535,"-7.107.602.496"
I182052776,"Larceny From Motor Vehicle","04/07/2018 22:00","Part One",4.235.847.666,"-7.105.324.087"
I182052999,"Larceny From Motor Vehicle","05/07/2018 00:00","Part One",4.235.115.526,"-7.106.130.589"
I182056073,Larceny,"05/07/2018 00:00","Part One",4.234.701.666,"-7.106.886.238"
I182075387,"Auto Theft","05/07/2018 00:00","Part One",4.234.771.287,"-7.107.374.933"
I182052640,"Aggravated Assault","05/07/2018 00:38","Part One",4.231.993.148,"-7.106.368.978"
I182052659,"Aggravated Assault","05/07/2018 00:48","Part One",4.230.422.176,"-7.107.918.459"
I182052642,"Aggravated Assault","05/07/2018 01:18","Part One",4.229.087.590,"-7.108.274.055"
I182052644,"Aggravated Assault","05/07/2018 01:49","Part One",4.231.852.295,"-7.106.865.846"
I182052662,"Aggravated Assault","05/07/2018 01:59","Part One",4.236.967.378,"-7.104.155.054"
I182052648,"Aggravated Assault","05/07/2018 02:22","Part One",4.228.567.647,"-7.108.022.781"
I182052653,Robbery,"05/07/2018 02:42","Part One",4.238.783.615,"-7.101.203.798"
I182053130,"Larceny From Motor Vehicle","05/07/2018 03:00","Part One",4.233.765.769,"-7.103.997.278"
I182052663,"Aggravated Assault","05/07/2018 04:13","Part One",4.230.238.445,"-7.107.238.956"
I182052739,"Larceny From Motor Vehicle","05/07/2018 06:30","Part One",4.237.004.744,"-7.103.610.951"
I182074063,Larceny,"05/07/2018 07:00","Part One",4.237.900.759,"-7.102.790.689"
I182052675,Larceny,"05/07/2018 07:24","Part One",4.234.657.497,"-7.107.438.650"
I182052686,"Residential Burglary","05/07/2018 08:12","Part One",4.229.752.097,"-7.108.502.291"
I182052749,"Aggravated Assault","05/07/2018 09:00","Part One",4.229.286.008,"-7.107.617.677"
I182052833,Larceny,"05/07/2018 09:30","Part One",4.230.870.132,"-7.107.932.755"
I182052722,Larceny,"05/07/2018 09:35","Part One",4.236.303.798,"-7.105.524.751"
I182067193,Larceny,"05/07/2018 10:00","Part One",4.233.311.189,"-7.107.276.370"
I182052763,Larceny,"05/07/2018 10:10","Part One",4.231.771.534,"-7.109.823.049"
I182052735,Robbery,"05/07/2018 10:24","Part One",4.235.163.300,"-7.105.958.800"
I182052744,Larceny,"05/07/2018 11:29","Part One",4.232.809.966,"-7.106.321.676"
