incident_num,offence_code_group,occurred_on_date,UCR_part,latitude,longitude
I182021967,Larceny,"24/03/2018 10:31","Part One",4.233.330.171,"-7.108.181.675"
I182021968,"Residential Burglary","24/03/2018 10:34","Part One",4.228.923.915,"-7.108.994.340"
I182021965,Larceny,"24/03/2018 11:03","Part One",4.225.326.734,"-7.112.385.963"
I182022168,"Larceny From Motor Vehicle","24/03/2018 11:15","Part One",4.233.357.020,"-7.104.826.456"
I182021996,Larceny,"24/03/2018 11:55","Part One",4.234.862.382,"-7.108.277.637"
I182022103,Larceny,"24/03/2018 11:56","Part One",4.234.499.963,"-7.114.507.819"
I182021979,Larceny,"24/03/2018 12:21","Part One",4.234.239.114,"-7.108.872.018"
I182021986,Larceny,"24/03/2018 13:08","Part One",4.234.911.943,"-7.115.469.561"
I182022048,Larceny,"24/03/2018 13:30","Part One",4.234.410.718,"-7.110.180.260"
I182022213,"Larceny From Motor Vehicle","24/03/2018 15:00","Part One",4.236.183.857,"-7.105.976.489"
I182022278,Larceny,"24/03/2018 15:37","Part One",4.234.447.409,"-7.108.889.326"
I182022050,"Aggravated Assault","24/03/2018 16:54","Part One",4.238.969.786,"-7.100.957.095"
I182022036,Larceny,"24/03/2018 17:03","Part One",4.232.555.182,"-7.108.797.386"
I182022065,Larceny,"24/03/2018 17:21","Part One",4.233.267.994,"-7.110.957.900"
I182022060,Larceny,"24/03/2018 17:30","Part One",4.226.483.265,"-7.115.567.877"
I182022070,Larceny,"24/03/2018 18:49","Part One",4.234.902.699,"-7.112.987.800"
I182022222,"Larceny From Motor Vehicle","24/03/2018 19:00","Part One",4.230.510.150,"-7.108.083.089"
I182022895,"Other Burglary","24/03/2018 19:30","Part One",4.231.330.008,"-7.110.075.998"
I182022741,Larceny,"24/03/2018 20:00","Part One",4.234.740.588,"-7.113.532.566"
I182022090,Robbery,"24/03/2018 20:08","Part One",4.234.857.652,"-7.107.772.012"
I182022098,Larceny,"24/03/2018 20:40","Part One",4.231.940.816,"-7.108.140.505"
I182022086,"Auto Theft","24/03/2018 20:59","Part One",4.234.107.005,"-7.108.255.287"
I182022093,"Aggravated Assault","24/03/2018 21:11","Part One",4.226.506.676,"-7.109.768.522"
I182022105,"Aggravated Assault","24/03/2018 21:52","Part One",4.235.126.907,"-7.115.215.623"
I182022108,Larceny,"24/03/2018 22:07","Part One",4.234.243.945,"-7.108.445.530"
I182022113,Robbery,"24/03/2018 22:35","Part One",4.237.568.399,"-7.103.624.887"
I182023662,Larceny,"24/03/2018 23:00","Part One",4.234.834.270,"-7.107.222.530"
I182022119,Larceny,"24/03/2018 23:47","Part One",4.234.749.899,"-7.107.925.506"
I182065461,Larceny,"25/03/2018 00:00","Part One",4.232.503.462,"-7.108.938.175"
I182022118,Robbery,"25/03/2018 00:23","Part One",4.231.600.283,"-7.106.272.297"
I182022470,"Larceny From Motor Vehicle","25/03/2018 01:00","Part One",4.237.130.572,"-7.103.293.712"
I182022128,"Aggravated Assault","25/03/2018 01:06","Part One",4.232.062.680,"-7.109.108.856"
I182022132,"Aggravated Assault","25/03/2018 01:55","Part One",4.228.736.979,"-7.112.714.211"
I182024441,"Aggravated Assault","25/03/2018 02:10","Part One",4.234.974.111,"-7.105.801.618"
I182022134,Larceny,"25/03/2018 02:12","Part One",4.237.546.983,"-7.103.730.221"
I182022483,Robbery,"25/03/2018 02:30","Part One",4.231.840.845,"-7.105.974.267"
I182022142,"Aggravated Assault","25/03/2018 02:48","Part One",4.231.668.068,"-7.109.638.886"
I182022145,"Commercial Burglary","25/03/2018 03:10","Part One",4.233.671.130,"-7.107.102.057"
I182022157,"Aggravated Assault","25/03/2018 04:11","Part One",4.234.974.111,"-7.105.801.618"
I182022162,Larceny,"25/03/2018 04:39","Part One",4.224.353.174,"-7.113.921.870"
I182022179,Larceny,"25/03/2018 06:45","Part One",4.233.210.843,"-7.107.014.395"
I182022173,"Auto Theft","25/03/2018 06:47","Part One",4.227.357.694,"-7.116.456.327"
I182022309,Larceny,"25/03/2018 07:19","Part One",4.235.603.279,"-7.105.919.355"
I182022175,Larceny,"25/03/2018 08:18","Part One",4.234.442.266,"-7.109.833.083"
I182022185,Larceny,"25/03/2018 10:00","Part One",4.231.771.534,"-7.109.823.049"
I182022184,Larceny,"25/03/2018 10:30","Part One",4.231.771.534,"-7.109.823.049"
I182022481,"Larceny From Motor Vehicle","25/03/2018 10:30","Part One",4.234.107.005,"-7.108.255.287"
I182022188,Larceny,"25/03/2018 10:59","Part One",4.235.002.128,"-7.106.595.675"
I182022445,Larceny,"25/03/2018 11:00","Part One",4.224.894.017,"-7.112.130.622"
I182022209,"Aggravated Assault","25/03/2018 11:30","Part One",4.229.191.251,"-7.107.049.431"
I182022221,"Larceny From Motor Vehicle","25/03/2018 11:38","Part One",4.226.656.335,"-7.116.881.883"
I182022226,Larceny,"25/03/2018 12:56","Part One",4.232.560.048,"-7.105.761.264"
I182037493,"Aggravated Assault","25/03/2018 13:00","Part One",4.230.782.140,"-7.108.354.076"
I182022240,Larceny,"25/03/2018 13:20","Part One",4.235.997.967,"-7.105.474.135"
I182022802,"Larceny From Motor Vehicle","25/03/2018 14:00","Part One",4.230.195.976,"-7.116.663.029"
I182023748,"Larceny From Motor Vehicle","25/03/2018 15:00","Part One",4.233.460.102,"-7.104.386.011"
I182025498,"Larceny From Motor Vehicle","25/03/2018 15:00","Part One",4.233.128.646,"-7.110.254.023"
I182022337,Robbery,"25/03/2018 15:21","Part One",4.232.483.301,"-7.110.164.757"
I182022264,"Other Burglary","25/03/2018 15:57","Part One",4.234.285.169,"-7.105.427.918"
I182022310,Larceny,"25/03/2018 16:00","Part One",4.234.813.158,"-7.108.027.002"
I182022272,Larceny,"25/03/2018 16:21","Part One",4.233.561.661,"-7.103.641.895"
I182022307,Larceny,"25/03/2018 16:30","Part One",4.234.442.266,"-7.109.833.083"
I182022285,"Aggravated Assault","25/03/2018 17:00","Part One",4.235.231.190,"-7.106.370.510"
I182022739,"Larceny From Motor Vehicle","25/03/2018 17:00","Part One",4.227.499.426,"-7.116.506.105"
I182022301,Larceny,"25/03/2018 17:32","Part One",4.227.133.005,"-7.108.299.865"
I182022331,Larceny,"25/03/2018 17:50","Part One",4.234.797.240,"-7.107.849.582"
I182022830,Larceny,"25/03/2018 18:00","Part One",4.234.877.401,"-7.106.662.866"
I182023062,Larceny,"25/03/2018 18:30","Part One",4.235.591.935,"-7.106.000.539"
I182022303,Larceny,"25/03/2018 18:46","Part One",4.233.816.387,"-7.107.461.217"
I182022302,Larceny,"25/03/2018 18:58","Part One",4.234.895.777,"-7.108.489.204"
I182022319,"Aggravated Assault","25/03/2018 19:38","Part One",4.232.291.079,"-7.110.248.934"
I182022397,"Larceny From Motor Vehicle","25/03/2018 20:15","Part One",4.238.180.833,"-7.105.615.420"
I182022332,Larceny,"25/03/2018 20:26","Part One",4.233.816.387,"-7.107.461.217"
I182022338,Larceny,"25/03/2018 21:37","Part One",4.230.153.144,"-7.108.257.819"
I182022567,Larceny,"25/03/2018 21:50","Part One",4.236.497.550,"-7.106.204.400"
I182022774,"Larceny From Motor Vehicle","25/03/2018 22:30","Part One",4.231.693.791,"-7.110.687.901"
I182025090,Larceny,"26/03/2018 00:00","Part One",4.234.634.585,"-7.114.148.751"
I182022372,"Commercial Burglary","26/03/2018 00:33","Part One",4.231.917.110,"-7.109.192.415"
I182022370,Robbery,"26/03/2018 00:45","Part One",4.234.569.316,"-7.106.857.257"
I182022369,"Aggravated Assault","26/03/2018 01:18","Part One",4.237.505.251,"-7.103.883.891"
I182022489,"Larceny From Motor Vehicle","26/03/2018 01:57","Part One",4.230.889.840,"-7.108.305.190"
I182022392,"Residential Burglary","26/03/2018 06:40","Part One",4.235.816.431,"-7.106.740.395"
I182023294,"Larceny From Motor Vehicle","26/03/2018 06:45","Part One",4.225.096.390,"-7.114.284.317"
I182022448,Larceny,"26/03/2018 07:45","Part One",4.229.273.124,"-7.105.886.116"
I182023924,Larceny,"26/03/2018 08:00","Part One",4.228.526.024,"-7.106.444.063"
I182022407,"Commercial Burglary","26/03/2018 08:12","Part One",4.237.992.388,"-7.102.606.581"
I182022620,"Larceny From Motor Vehicle","26/03/2018 08:30","Part One",4.230.660.388,"-7.108.055.038"
I182022428,Larceny,"26/03/2018 09:29","Part One",4.230.573.977,"-7.106.762.362"
I182022715,"Larceny From Motor Vehicle","26/03/2018 09:30","Part One",4.232.424.069,"-7.107.761.917"
I182022727,"Larceny From Motor Vehicle","26/03/2018 09:35","Part One",4.231.176.297,"-7.106.324.161"
I182022441,Larceny,"26/03/2018 09:45","Part One",4.234.442.266,"-7.109.833.083"
I182022591,Larceny,"26/03/2018 10:00","Part One",4.234.577.820,"-7.108.429.595"
I182026920,Larceny,"26/03/2018 10:17","Part One",4.234.941.613,"-7.104.996.488"
I182023369,Larceny,"26/03/2018 11:37","Part One",4.236.303.798,"-7.105.524.751"
I182022575,"Residential Burglary","26/03/2018 12:00","Part One",4.227.138.380,"-7.112.921.547"
I182022805,Larceny,"26/03/2018 12:00","Part One",4.235.387.720,"-7.105.830.207"
I182023604,"Larceny From Motor Vehicle","26/03/2018 12:00","Part One",4.231.450.958,"-7.106.002.210"
I182023364,"Larceny From Motor Vehicle","26/03/2018 12:15","Part One",4.234.401.294,"-7.108.186.196"
I182022550,Larceny,"26/03/2018 12:40","Part One",4.233.428.841,"-7.107.239.518"
I182022503,Larceny,"26/03/2018 13:04","Part One",4.228.045.654,"-7.112.069.275"
I182022506,"Aggravated Assault","26/03/2018 13:30","Part One",4.229.721.224,"-7.106.104.499"
I182022568,Larceny,"26/03/2018 13:30","Part One",4.234.577.820,"-7.108.429.595"
I182022532,Larceny,"26/03/2018 13:34","Part One",4.235.512.339,"-7.106.087.980"
I182022513,Larceny,"26/03/2018 14:10","Part One",4.236.943.145,"-7.103.917.179"
I182023081,Larceny,"26/03/2018 14:20","Part One",4.235.095.909,"-7.107.412.780"
I182028403,"Larceny From Motor Vehicle","26/03/2018 14:30","Part One",4.233.385.250,"-7.104.071.124"
I182022704,"Other Burglary","26/03/2018 16:00","Part One",4.234.108.936,"-7.107.020.569"
I182022556,"Aggravated Assault","26/03/2018 16:21","Part One",4.231.596.900,"-7.106.625.300"
I182022566,"Residential Burglary","26/03/2018 16:22","Part One",4.235.037.870,"-7.107.626.098"
I182022747,Robbery,"26/03/2018 17:20","Part One",4.229.990.887,"-7.106.424.768"
I182022698,"Larceny From Motor Vehicle","26/03/2018 17:30","Part One",4.233.059.030,"-7.103.888.028"
I182023120,"Larceny From Motor Vehicle","26/03/2018 18:00","Part One",4.231.499.993,"-7.111.530.810"
I182022705,"Larceny From Motor Vehicle","26/03/2018 18:30","Part One",4.229.070.005,"-7.106.991.285"
I182022592,Larceny,"26/03/2018 18:53","Part One",4.234.980.175,"-7.107.840.978"
I182022611,Larceny,"26/03/2018 19:10","Part One",4.235.428.377,"-7.106.380.404"
I182023509,Larceny,"26/03/2018 19:30","Part One",4.227.732.507,"-7.109.483.139"
I182022610,Larceny,"26/03/2018 19:43","Part One",4.229.848.866,"-7.106.313.294"
I182022621,Larceny,"26/03/2018 19:48","Part One",4.235.095.909,"-7.107.412.780"
I182022623,Robbery,"26/03/2018 20:00","Part One",4.232.829.617,"-7.107.508.786"
I182022742,"Larceny From Motor Vehicle","26/03/2018 20:00","Part One",4.232.971.766,"-7.103.724.976"
I182022660,"Larceny From Motor Vehicle","26/03/2018 20:30","Part One",4.234.807.438,"-7.108.985.300"
I182022640,"Aggravated Assault","26/03/2018 22:45","Part One",4.230.562.692,"-7.111.470.126"
I182022740,"Larceny From Motor Vehicle","26/03/2018 23:00","Part One",4.233.375.960,"-7.108.684.747"
I182022654,Larceny,"26/03/2018 23:47","Part One",4.235.450.139,"-7.105.916.774"
I182022794,"Larceny From Motor Vehicle","27/03/2018 00:00","Part One",4.231.465.519,"-7.106.399.837"
I182022658,"Larceny From Motor Vehicle","27/03/2018 00:45","Part One",4.234.749.899,"-7.107.925.506"
I182027424,"Aggravated Assault","27/03/2018 07:00","Part One",4.230.887.534,"-7.106.601.232"
I182022712,Larceny,"27/03/2018 09:00","Part One",4.235.073.963,"-7.113.047.909"
I182027243,"Auto Theft","27/03/2018 09:12","Part One",4.232.856.401,"-7.106.835.343"
I182022760,"Aggravated Assault","27/03/2018 10:25","Part One",4.230.649.283,"-7.108.180.677"
I182022750,"Aggravated Assault","27/03/2018 10:42","Part One",4.231.161.123,"-7.107.625.600"
I182022763,"Aggravated Assault","27/03/2018 11:43","Part One",4.234.135.576,"-7.105.190.882"
I182022783,Larceny,"27/03/2018 12:29","Part One",4.233.816.387,"-7.107.461.217"
I182022786,Larceny,"27/03/2018 12:54","Part One",4.227.413.021,"-7.111.674.617"
I182022885,Larceny,"27/03/2018 13:00","Part One",4.235.426.247,"-7.105.883.334"
I182022860,"Auto Theft","27/03/2018 13:30","Part One",4.234.999.733,"-7.108.103.440"
I182022873,Larceny,"27/03/2018 13:30","Part One",4.235.170.571,"-7.111.989.956"
I182024841,Larceny,"27/03/2018 14:00","Part One",4.233.195.031,"-7.105.339.374"
I182022816,Larceny,"27/03/2018 15:30","Part One",4.228.633.596,"-7.108.500.149"
I182022839,Larceny,"27/03/2018 15:33","Part One",4.232.066.534,"-7.110.004.987"
I182022850,Larceny,"27/03/2018 15:53","Part One",4.229.919.694,"-7.106.046.974"
I182022853,"Aggravated Assault","27/03/2018 16:59","Part One",4.225.332.979,"-7.112.467.152"
I182023379,Larceny,"27/03/2018 17:00","Part One",4.235.521.625,"-7.106.012.863"
I182023027,Larceny,"27/03/2018 17:30","Part One",4.234.862.382,"-7.108.277.637"
I182023184,Larceny,"27/03/2018 17:50","Part One",4.234.862.382,"-7.108.277.637"
I182022898,"Aggravated Assault","27/03/2018 17:53","Part One",4.225.784.060,"-7.114.813.948"
I182022939,"Auto Theft","27/03/2018 18:07","Part One",4.232.016.095,"-7.107.777.290"
I182022920,Larceny,"27/03/2018 18:30","Part One",4.235.272.948,"-7.106.256.291"
I182023074,"Larceny From Motor Vehicle","27/03/2018 19:00","Part One",4.233.915.108,"-7.104.773.134"
I182022905,Larceny,"27/03/2018 19:15","Part One",4.235.648.631,"-7.105.928.145"
I182022896,"Larceny From Motor Vehicle","27/03/2018 19:51","Part One",4.238.289.141,"-7.103.930.932"
I182022914,"Larceny From Motor Vehicle","27/03/2018 19:56","Part One",4.236.728.587,"-7.104.041.697"
I182022942,Larceny,"27/03/2018 21:30","Part One",4.235.661.814,"-7.105.193.863"
I182022938,Robbery,"27/03/2018 21:47","Part One",4.232.828.842,"-7.105.529.696"
I182022940,Larceny,"27/03/2018 22:35","Part One",4.235.029.374,"-7.107.744.671"
I182022947,"Aggravated Assault","27/03/2018 23:12","Part One",4.235.637.531,"-7.106.213.513"
I182022951,Larceny,"28/03/2018 00:43","Part One",4.234.578.542,"-7.108.229.419"
I182022953,Larceny,"28/03/2018 01:00","Part One",4.229.767.279,"-7.104.941.018"
I182022956,"Aggravated Assault","28/03/2018 01:05","Part One",4.230.022.551,"-7.107.468.313"
I182022963,"Auto Theft","28/03/2018 04:23","Part One",4.230.847.850,"-7.106.363.611"
I182022967,"Commercial Burglary","28/03/2018 04:55","Part One",4.235.623.930,"-7.106.925.727"
I182022970,"Auto Theft","28/03/2018 05:44","Part One",4.234.529.523,"-7.109.509.486"
I182022979,"Commercial Burglary","28/03/2018 05:56","Part One",4.226.623.736,"-7.116.843.346"
I182023164,"Residential Burglary","28/03/2018 06:40","Part One",4.235.390.603,"-7.115.689.738"
I182023075,Larceny,"28/03/2018 06:50","Part One",4.235.428.377,"-7.106.380.404"
I182022976,"Commercial Burglary","28/03/2018 06:58","Part One",4.226.623.736,"-7.116.843.346"
I182023077,Larceny,"28/03/2018 07:45","Part One",4.236.109.742,"-7.106.206.081"
I182022990,"Aggravated Assault","28/03/2018 08:04","Part One",4.228.281.074,"-7.109.722.321"
I182023045,Larceny,"28/03/2018 11:04","Part One",4.236.303.798,"-7.105.524.751"
I182023053,Larceny,"28/03/2018 11:59","Part One",4.231.297.722,"-7.107.499.278"
I182024476,Larceny,"28/03/2018 12:00","Part One",4.232.311.753,"-7.110.666.220"
I182023050,Larceny,"28/03/2018 12:08","Part One",4.234.701.666,"-7.106.886.238"
I182023063,"Larceny From Motor Vehicle","28/03/2018 13:06","Part One",4.233.857.289,"-7.105.575.501"
I182023573,Larceny,"28/03/2018 13:30","Part One",4.234.277.705,"-7.106.952.709"
I182023140,Larceny,"28/03/2018 15:00","Part One",4.231.933.514,"-7.108.796.987"
I182023291,"Larceny From Motor Vehicle","28/03/2018 15:00","Part One",4.228.646.677,"-7.111.474.169"
I182023136,"Residential Burglary","28/03/2018 15:34","Part One",4.227.974.378,"-7.108.248.818"
I182023180,Larceny,"28/03/2018 16:00","Part One",4.234.862.382,"-7.108.277.637"
I182025461,Larceny,"28/03/2018 16:00","Part One",4.228.965.721,"-7.107.728.118"
I182023149,Larceny,"28/03/2018 16:45","Part One",4.234.942.050,"-7.108.315.800"
I182023145,"Aggravated Assault","28/03/2018 17:15","Part One",4.225.784.534,"-7.112.029.403"
I182023595,"Aggravated Assault","28/03/2018 17:30","Part One",4.232.068.100,"-7.104.269.590"
I182023196,Larceny,"28/03/2018 17:45","Part One",4.235.428.377,"-7.106.380.404"
I182023736,Larceny,"28/03/2018 18:00","Part One",4.234.693.807,"-7.109.266.111"
I182023304,"Larceny From Motor Vehicle","28/03/2018 18:30","Part One",4.235.879.709,"-7.107.072.635"
I182023188,"Residential Burglary","28/03/2018 18:46","Part One",4.238.053.783,"-7.103.848.019"
I182023717,Larceny,"28/03/2018 19:00","Part One",4.233.401.829,"-7.107.638.124"
I182024531,Larceny,"28/03/2018 19:15","Part One",4.234.601.613,"-7.109.381.210"
I182023325,"Larceny From Motor Vehicle","28/03/2018 19:30","Part One",4.234.374.746,"-7.108.218.199"
I182023234,"Aggravated Assault","28/03/2018 19:44","Part One",4.229.753.608,"-7.106.445.980"
I182023216,Larceny,"28/03/2018 19:46","Part One",4.235.713.948,"-7.106.930.287"
I182023202,Larceny,"28/03/2018 20:20","Part One",4.235.602.373,"-7.106.177.615"
I182023210,Larceny,"28/03/2018 20:25","Part One",4.235.997.967,"-7.105.474.135"
I182023218,"Residential Burglary","28/03/2018 20:55","Part One",4.235.083.019,"-7.105.641.803"
I182023494,Larceny,"28/03/2018 21:00","Part One",4.236.399.170,"-7.105.561.764"
I182023231,Larceny,"28/03/2018 21:13","Part One",4.233.380.683,"-7.110.377.843"
I182023228,Larceny,"28/03/2018 21:50","Part One",4.237.515.337,"-7.106.409.893"
I182023229,Robbery,"28/03/2018 22:00","Part One",4.233.676.619,"-7.108.205.122"
I182023249,Larceny,"28/03/2018 23:13","Part One",4.233.816.387,"-7.107.461.217"
I182023252,"Aggravated Assault","28/03/2018 23:21","Part One",4.233.380.238,"-7.108.880.867"
I182026344,Larceny,"29/03/2018 00:00","Part One",4.234.107.005,"-7.108.255.287"
I182029030,Larceny,"29/03/2018 00:00","Part One",4.229.938.509,"-7.106.978.865"
I182023268,Larceny,"29/03/2018 02:50","Part One",4.234.241.899,"-7.109.678.306"
I182023272,"Larceny From Motor Vehicle","29/03/2018 03:38","Part One",4.233.189.752,"-7.106.908.191"
I182027242,"Auto Theft","29/03/2018 06:00","Part One",4.232.856.401,"-7.106.835.343"
I182023314,"Larceny From Motor Vehicle","29/03/2018 06:05","Part One",4.235.563.811,"-7.105.360.316"
I182023279,"Larceny From Motor Vehicle","29/03/2018 06:42","Part One",4.233.686.384,"-7.105.581.792"
I182023287,Larceny,"29/03/2018 07:17","Part One",4.235.554.806,"-7.106.073.140"
I182023404,"Larceny From Motor Vehicle","29/03/2018 07:54","Part One",4.234.410.718,"-7.110.180.260"
I182032573,Larceny,"29/03/2018 08:00","Part One",4.227.417.433,"-7.116.037.130"
I182023295,"Larceny From Motor Vehicle","29/03/2018 08:08","Part One",4.233.610.919,"-7.104.859.267"
I182023290,"Larceny From Motor Vehicle","29/03/2018 08:22","Part One",4.228.570.817,"-7.111.458.324"
I182023309,"Aggravated Assault","29/03/2018 08:59","Part One",4.229.760.546,"-7.108.024.924"
I182023324,Larceny,"29/03/2018 09:00","Part One",4.230.132.884,"-7.110.963.274"
I182023328,Larceny,"29/03/2018 09:54","Part One",4.227.130.225,"-7.107.442.362"
I182023332,"Residential Burglary","29/03/2018 09:54","Part One",4.233.772.553,"-7.102.755.077"
I182024558,Larceny,"29/03/2018 10:00","Part One",4.235.722.239,"-7.107.120.320"
I182023320,Larceny,"29/03/2018 10:02","Part One",4.227.236.487,"-7.107.852.315"
I182023347,Larceny,"29/03/2018 10:26","Part One",4.234.813.158,"-7.108.027.002"
I182023371,Larceny,"29/03/2018 11:21","Part One",4.234.266.946,"-7.114.098.779"
I182023890,"Residential Burglary","29/03/2018 12:00","Part One",4.229.451.627,"-7.105.875.403"
I182023375,Larceny,"29/03/2018 12:11","Part One",4.227.413.021,"-7.111.674.617"
I182023396,"Larceny From Motor Vehicle","29/03/2018 13:00","Part One",4.231.176.766,"-7.109.971.564"
I182023412,Larceny,"29/03/2018 13:23","Part One",4.234.862.382,"-7.108.277.637"
I182024010,Larceny,"29/03/2018 13:30","Part One",4.235.190.650,"-7.115.913.012"
I182023398,Larceny,"29/03/2018 13:31","Part One",4.233.611.200,"-7.104.665.434"
I182023599,Larceny,"29/03/2018 13:35","Part One",4.234.698.260,"-7.109.111.988"
I182023403,Larceny,"29/03/2018 13:42","Part One",4.226.994.732,"-7.109.380.308"
I182023541,"Residential Burglary","29/03/2018 14:00","Part One",4.230.752.440,"-7.108.720.471"
I182023419,Robbery,"29/03/2018 14:21","Part One",4.228.665.632,"-7.113.128.576"
I182023413,"Aggravated Assault","29/03/2018 14:42","Part One",4.234.862.382,"-7.108.277.637"
I182023432,"Aggravated Assault","29/03/2018 15:00","Part One",4.229.396.688,"-7.111.893.964"
I182023667,"Larceny From Motor Vehicle","29/03/2018 16:00","Part One",4.233.490.901,"-7.102.665.337"
I182023461,"Larceny From Motor Vehicle","29/03/2018 17:38","Part One",4.238.197.360,"-7.103.768.922"
I182023469,"Aggravated Assault","29/03/2018 17:39","Part One",4.230.936.380,"-7.108.416.777"
I182023465,"Aggravated Assault","29/03/2018 17:50","Part One",4.233.645.000,"-7.107.702.800"
I182023470,Larceny,"29/03/2018 17:52","Part One",4.235.433.643,"-7.107.323.767"
I182023656,"Larceny From Motor Vehicle","29/03/2018 18:15","Part One",4.231.441.222,"-7.108.530.390"
I182023490,"Residential Burglary","29/03/2018 18:46","Part One",4.232.579.168,"-7.107.460.835"
I182023488,Larceny,"29/03/2018 19:45","Part One",4.235.176.179,"-7.107.452.168"
I182023502,"Aggravated Assault","29/03/2018 20:00","Part One",4.237.912.706,"-7.106.122.663"
I182023570,"Larceny From Motor Vehicle","29/03/2018 20:00","Part One",4.234.401.294,"-7.108.186.196"
I182025633,"Larceny From Motor Vehicle","29/03/2018 21:00","Part One",4.233.857.289,"-7.105.575.501"
I182023528,"Aggravated Assault","29/03/2018 22:12","Part One",4.231.830.219,"-7.108.575.355"
I182024021,Larceny,"29/03/2018 23:00","Part One",4.235.822.966,"-7.105.362.239"
I182023627,"Larceny From Motor Vehicle","30/03/2018 00:00","Part One",4.232.126.432,"-7.107.748.775"
I182023550,Robbery,"30/03/2018 02:27","Part One",4.237.949.494,"-7.103.068.540"
I182023894,"Larceny From Motor Vehicle","30/03/2018 03:10","Part One",4.232.133.396,"-7.107.581.186"
I182023569,"Aggravated Assault","30/03/2018 07:30","Part One",4.233.152.148,"-7.107.085.307"
I182023581,Larceny,"30/03/2018 07:54","Part One",4.234.797.240,"-7.107.849.582"
I182026438,Larceny,"30/03/2018 08:00","Part One",4.232.411.838,"-7.106.461.321"
I182023567,Larceny,"30/03/2018 08:05","Part One",4.237.495.129,"-7.103.587.934"
I182023600,Homicide,"30/03/2018 09:08","Part One",4.231.428.744,"-7.107.697.146"
I182023597,"Residential Burglary","30/03/2018 09:29","Part One",4.228.863.812,"-7.106.631.579"
I172066565,Robbery,"30/03/2018 10:00","Part One",4.235.658.500,"-7.106.189.505"
I182024190,Larceny,"30/03/2018 10:00","Part One",4.233.611.200,"-7.104.665.434"
I182023610,Larceny,"30/03/2018 10:15","Part One",4.228.787.670,"-7.105.839.664"
I182023603,"Larceny From Motor Vehicle","30/03/2018 10:17","Part One",4.231.508.518,"-7.108.508.813"
I182023767,Larceny,"30/03/2018 10:30","Part One",4.235.059.717,"-7.107.881.031"
I182023606,Larceny,"30/03/2018 10:33","Part One",4.237.685.200,"-7.106.887.255"
I182023626,Larceny,"30/03/2018 11:01","Part One",4.234.999.733,"-7.108.103.440"
I182023614,"Larceny From Motor Vehicle","30/03/2018 11:06","Part One",4.234.262.866,"-7.108.051.921"
I182023631,Larceny,"30/03/2018 11:15","Part One",4.234.610.916,"-7.107.295.587"
I182023624,"Larceny From Motor Vehicle","30/03/2018 11:32","Part One",4.228.277.812,"-7.109.806.504"
I182023678,Larceny,"30/03/2018 11:45","Part One",4.230.736.306,"-7.107.165.237"
I182023658,"Aggravated Assault","30/03/2018 12:07","Part One",4.233.695.098,"-7.108.574.813"
I182023653,"Aggravated Assault","30/03/2018 12:23","Part One",4.235.512.339,"-7.106.087.980"
I182023806,"Larceny From Motor Vehicle","30/03/2018 12:50","Part One",4.234.268.073,"-7.109.937.714"
I182023679,Larceny,"30/03/2018 13:26","Part One",4.235.176.179,"-7.107.452.168"
I182023680,Larceny,"30/03/2018 13:26","Part One",4.235.176.179,"-7.107.452.168"
I182023682,Larceny,"30/03/2018 13:31","Part One",4.234.749.899,"-7.107.925.506"
I182023702,Larceny,"30/03/2018 13:59","Part One",4.233.167.475,"-7.109.640.092"
I182023727,"Larceny From Motor Vehicle","30/03/2018 15:00","Part One",4.231.324.760,"-7.108.692.603"
I182023780,Larceny,"30/03/2018 15:00","Part One",4.232.553.801,"-7.106.579.592"
I182023694,"Aggravated Assault","30/03/2018 15:04","Part One",4.228.508.809,"-7.108.789.462"
I182023720,Larceny,"30/03/2018 15:15","Part One",4.235.648.631,"-7.105.928.145"
I182023713,Robbery,"30/03/2018 15:24","Part One",4.231.635.508,"-7.106.593.853"
I182023714,Larceny,"30/03/2018 15:24","Part One",4.224.999.342,"-7.112.344.849"
I182023719,Larceny,"30/03/2018 15:47","Part One",4.234.543.327,"-7.107.739.498"
I182023723,"Auto Theft","30/03/2018 16:00","Part One",4.229.331.199,"-7.105.965.615"
I182023726,Robbery,"30/03/2018 16:03","Part One",4.228.728.494,"-7.115.306.857"
I182023728,Robbery,"30/03/2018 16:07","Part One",4.228.251.404,"-7.115.747.905"
I182023772,Larceny,"30/03/2018 16:30","Part One",4.234.439.568,"-7.108.632.016"
I182024495,"Auto Theft","30/03/2018 17:00","Part One",4.232.300.514,"-7.108.081.696"
I182023755,Larceny,"30/03/2018 17:15","Part One",4.235.426.247,"-7.105.883.334"
I182023757,Larceny,"30/03/2018 17:20","Part One",4.236.489.527,"-7.106.050.249"
I182023944,"Larceny From Motor Vehicle","30/03/2018 17:30","Part One",4.234.169.607,"-7.105.013.734"
I182026407,Larceny,"30/03/2018 18:00","Part One",4.229.828.416,"-7.107.869.447"
I182023764,Larceny,"30/03/2018 18:07","Part One",4.230.870.401,"-7.106.844.484"
I182023799,"Residential Burglary","30/03/2018 18:45","Part One",4.231.261.335,"-7.110.191.593"
I182024007,Larceny,"30/03/2018 18:47","Part One",4.234.587.157,"-7.108.938.851"
I182023786,"Residential Burglary","30/03/2018 19:00","Part One",4.234.255.587,"-7.109.807.867"
I182023785,Larceny,"30/03/2018 19:29","Part One",4.231.735.472,"-7.106.582.970"
