INCIDENT_NUMBER;OFFENSE_CODE_GROUP;OCCURRED_ON_DATE;UCR_PART;Lat;Long
I182014249;Aggravated Assault;23/02/2018 11:45;Part One;4.229.087.590;-7.108.274.055
I182014294;Larceny;23/02/2018 12:16;Part One;4.235.997.967;-7.105.474.135
I182014263;Aggravated Assault;23/02/2018 13:09;Part One;4.229.091.867;-7.108.767.813
I182014325;Larceny;23/02/2018 13:42;Part One;4.235.176.179;-7.107.452.168
I182014424;Larceny;23/02/2018 14:00;Part One;4.235.358.129;-7.106.236.665
I182014301;Larceny From Motor Vehicle;23/02/2018 15:14;Part One;4.237.224.078;-7.106.148.043
I182014439;Residential Burglary;23/02/2018 16:15;Part One;4.235.301.593;-7.113.573.200
I182014373;Aggravated Assault;23/02/2018 18:50;Part One;4.236.772.441;-7.103.706.813
I182014585;Larceny From Motor Vehicle;23/02/2018 19:30;Part One;4.234.807.438;-7.108.985.300
I182014392;Larceny;23/02/2018 20:20;Part One;4.224.124.926;-7.112.629.908
I182014580;Residential Burglary;23/02/2018 22:00;Part One;4.235.194.780;-7.113.410.791
I182014588;Larceny From Motor Vehicle;23/02/2018 23:00;Part One;4.235.949.564;-7.106.950.788
I182014444;Larceny;24/02/2018 01:00;Part One;4.235.272.948;-7.106.256.291
I182014549;Larceny From Motor Vehicle;24/02/2018 05:30;Part One;4.235.952.721;-7.105.358.839
I182014492;Larceny;24/02/2018 09:24;Part One;4.228.803.351;-7.108.241.673
I182014524;Robbery;24/02/2018 11:30;Part One;4.233.511.904;-7.107.491.710
I182015141;Larceny;24/02/2018 12:00;Part One;4.230.209.443;-7.106.575.183
I182017822;Larceny;24/02/2018 13:37;Part One;4.238.258.002;-7.103.184.167
I182016129;Auto Theft;24/02/2018 14:23;Part One;4.232.856.401;-7.106.835.343
I182014723;Commercial Burglary;24/02/2018 15:30;Part One;4.234.194.954;-7.114.451.594
I182015593;Larceny;24/02/2018 17:56;Part One;4.236.045.096;-7.105.644.018
I182016132;Larceny;24/02/2018 19:00;Part One;4.232.856.401;-7.106.835.343
I182014645;Other Burglary;24/02/2018 20:05;Part One;4.231.917.223;-7.107.026.435
I182014658;Aggravated Assault;24/02/2018 21:51;Part One;4.232.380.776;-7.108.915.023
I182014680;Commercial Burglary;24/02/2018 22:46;Part One;4.233.800.322;-7.102.723.556
I182019834;Larceny;25/02/2018 00:00;Part One;4.234.862.382;-7.108.277.637
I182014696;Larceny From Motor Vehicle;25/02/2018 02:44;Part One;4.234.143.928;-7.107.364.766
I182014703;Larceny From Motor Vehicle;25/02/2018 03:43;Part One;4.236.934.788;-7.103.298.912
I182015542;Larceny From Motor Vehicle;25/02/2018 08:53;Part One;4.223.796.336;-7.113.154.728
I182018338;Larceny From Motor Vehicle;25/02/2018 10:00;Part One;4.234.814.363;-7.106.562.653
I182014762;Larceny;25/02/2018 10:40;Part One;4.235.602.373;-7.106.177.615
I182014766;Larceny;25/02/2018 12:07;Part One;4.227.413.021;-7.111.674.617
I182015655;Auto Theft;25/02/2018 14:12;Part One;4.236.373.069;-7.105.625.591
I182014796;Larceny;25/02/2018 15:15;Part One;4.234.862.382;-7.108.277.637
I182014888;Larceny;25/02/2018 16:00;Part One;4.234.577.820;-7.108.429.595
I182015110;Larceny From Motor Vehicle;25/02/2018 17:00;Part One;4.234.740.588;-7.113.532.566
I182014872;Larceny;25/02/2018 18:44;Part One;4.236.025.385;-7.106.447.113
I182014863;Larceny From Motor Vehicle;25/02/2018 20:26;Part One;4.235.042.859;-7.107.264.810
I182015163;Larceny From Motor Vehicle;25/02/2018 21:00;Part One;4.226.209.214;-7.111.670.964
I182014878;Larceny;25/02/2018 21:25;Part One;4.237.479.451;-7.106.600.871
I182014899;Aggravated Assault;26/02/2018 01:40;Part One;4.238.229.155;-7.104.036.424
I182014907;Aggravated Assault;26/02/2018 04:09;Part One;4.230.420.472;-7.105.919.227
I182016662;Larceny;26/02/2018 09:00;Part One;4.237.724.639;-7.103.259.708
I182015014;Larceny;26/02/2018 11:30;Part One;4.235.747.912;-7.105.827.852
I182015635;Larceny;26/02/2018 13:24;Part One;4.231.538.436;-7.109.870.021
I182015167;Residential Burglary;26/02/2018 14:30;Part One;4.235.548.407;-7.113.741.814
I182015067;Larceny;26/02/2018 15:13;Part One;4.237.421.104;-7.103.918.485
I182015101;Larceny;26/02/2018 15:53;Part One;4.234.862.382;-7.108.277.637
I182015108;Aggravated Assault;26/02/2018 16:31;Part One;4.235.594.239;-7.106.258.333
I182015710;Robbery;26/02/2018 17:30;Part One;4.230.867.785;-7.108.295.920
I182015138;Larceny;26/02/2018 18:20;Part One;4.234.442.266;-7.109.833.083
I182015206;Residential Burglary;26/02/2018 18:50;Part One;4.234.190.866;-7.108.716.090
I182015402;Aggravated Assault;26/02/2018 21:30;Part One;4.229.455.098;-7.105.498.080
I182015267;Residential Burglary;26/02/2018 22:15;Part One;4.234.897.674;-7.116.277.319
I182015450;Auto Theft;27/02/2018 00:00;Part One;4.227.913.841;-7.108.797.090
I182015221;Auto Theft;27/02/2018 00:49;Part One;4.234.942.864;-7.106.536.641
I182015266;Larceny;27/02/2018 08:55;Part One;4.235.456.406;-7.106.147.418
I182015274;Robbery;27/02/2018 10:06;Part One;4.231.089.986;-7.108.007.661
I182015343;Larceny;27/02/2018 11:15;Part One;4.235.042.609;-7.116.637.332
I182015360;Larceny;27/02/2018 13:48;Part One;4.235.329.785;-7.113.405.028
I182015382;Aggravated Assault;27/02/2018 14:42;Part One;4.229.072.875;-7.112.183.517
I182015543;Larceny From Motor Vehicle;27/02/2018 16:00;Part One;4.234.635.344;-7.110.381.810
I182015403;Aggravated Assault;27/02/2018 16:36;Part One;4.229.083.470;-7.106.288.798
I182015439;Larceny;27/02/2018 17:50;Part One;4.230.812.619;-7.107.692.974
I182015576;Larceny From Motor Vehicle;27/02/2018 21:00;Part One;4.230.827.035;-7.111.549.644
I182015470;Aggravated Assault;27/02/2018 21:46;Part One;4.226.663.472;-7.109.677.697
I182015486;Aggravated Assault;27/02/2018 22:07;Part One;4.238.166.501;-7.104.030.314
I182015496;Aggravated Assault;28/02/2018 00:01;Part One;4.230.859.659;-7.106.257.749
I182015513;Aggravated Assault;28/02/2018 01:30;Part One;4.235.913.205;-7.105.504.984
I182015539;Larceny;28/02/2018 08:15;Part One;4.233.152.757;-7.104.901.071
I182015569;Aggravated Assault;28/02/2018 09:35;Part One;4.228.621.569;-7.112.777.580
I182015616;Larceny;28/02/2018 10:32;Part One;4.232.696.647;-7.106.198.607
I182015791;Larceny;28/02/2018 11:30;Part One;4.235.037.870;-7.107.626.098
I182015643;Larceny;28/02/2018 13:03;Part One;4.238.157.881;-7.102.133.878
I182015671;Auto Theft;28/02/2018 15:17;Part One;4.232.978.737;-7.108.324.801
I182016452;Larceny;28/02/2018 17:00;Part One;4.233.463.662;-7.107.597.593
I182015769;Larceny;28/02/2018 19:30;Part One;4.234.862.382;-7.108.277.637
I182015772;Larceny;28/02/2018 20:55;Part One;4.230.082.268;-7.108.589.873
I182015866;Auto Theft;28/02/2018 23:00;Part One;4.231.352.764;-7.109.727.272
I182015800;Aggravated Assault;01/03/2018 00:08;Part One;4.235.196.451;-7.104.611.291
I182015977;Residential Burglary;01/03/2018 07:30;Part One;4.234.599.735;-7.115.204.534
I182018833;Residential Burglary;01/03/2018 08:00;Part One;4.233.965.959;-7.106.700.618
I182016163;Larceny;01/03/2018 09:30;Part One;4.234.358.318;-7.109.000.353
I182015882;Larceny;01/03/2018 10:41;Part One;4.235.237.073;-7.107.227.173
I182016201;Larceny;01/03/2018 11:00;Part One;4.235.245.870;-7.113.762.608
I182016428;Larceny;01/03/2018 12:36;Part One;4.229.546.039;-7.111.649.504
I182015929;Larceny;01/03/2018 14:05;Part One;4.233.330.171;-7.108.181.675
I182015943;Residential Burglary;01/03/2018 14:26;Part One;4.230.209.443;-7.106.575.183
I182015934;Auto Theft;01/03/2018 14:46;Part One;4.229.182.835;-7.111.780.085
I182015984;Larceny;01/03/2018 16:45;Part One;4.233.152.148;-7.107.085.307
I182015995;Larceny;01/03/2018 18:12;Part One;4.234.999.733;-7.108.103.440
I182016429;Larceny;01/03/2018 19:15;Part One;4.235.521.625;-7.106.012.863
I182016541;Larceny From Motor Vehicle;01/03/2018 20:00;Part One;4.232.091.109;-7.110.759.322
I182016170;Auto Theft;01/03/2018 21:00;Part One;4.228.803.351;-7.108.241.673
I182016058;Residential Burglary;01/03/2018 23:02;Part One;4.236.856.802;-7.104.121.708
I182016078;Larceny;02/03/2018 00:56;Part One;4.235.926.487;-7.105.429.349
I182016101;Aggravated Assault;02/03/2018 05:20;Part One;4.235.029.374;-7.107.744.671
I182017293;Larceny;02/03/2018 07:00;Part One;4.233.446.794;-7.108.655.064
I182016102;Aggravated Assault;02/03/2018 08:30;Part One;4.232.866.284;-7.108.563.401
I182016152;Robbery;02/03/2018 09:55;Part One;4.228.783.644;-7.108.101.039
I182016160;Aggravated Assault;02/03/2018 11:02;Part One;4.226.803.620;-7.109.484.348
I182016879;Larceny From Motor Vehicle;02/03/2018 12:00;Part One;4.235.367.861;-7.113.819.856
I182017192;Larceny;02/03/2018 13:00;Part One;4.230.952.557;-7.110.953.312
I182016218;Larceny;02/03/2018 14:26;Part One;4.234.432.514;-7.106.571.148
I182016938;Larceny;02/03/2018 15:30;Part One;4.233.210.843;-7.107.014.395
I182016258;Larceny;02/03/2018 16:30;Part One;4.229.603.943;-7.107.717.023
I182016442;Larceny From Motor Vehicle;02/03/2018 21:00;Part One;4.235.344.647;-7.114.212.462
I182016352;Auto Theft;03/03/2018 00:10;Part One;4.234.308.127;-7.114.172.267
I182016426;Larceny;03/03/2018 00:30;Part One;4.233.667.474;-7.115.166.308
I182016622;Aggravated Assault;03/03/2018 01:30;Part One;4.235.486.542;-7.113.259.322
I182016377;Larceny From Motor Vehicle;03/03/2018 03:43;Part One;4.234.218.758;-7.108.407.092
I182016968;Larceny;03/03/2018 08:00;Part One;4.230.422.029;-7.107.840.374
I182016416;Aggravated Assault;03/03/2018 09:24;Part One;4.233.930.275;-7.107.912.378
I182016409;Larceny;03/03/2018 10:15;Part One;4.229.768.517;-7.106.841.896
I182016448;Aggravated Assault;03/03/2018 12:22;Part One;4.229.848.866;-7.106.313.294
I182016476;Larceny;03/03/2018 13:28;Part One;4.228.968.383;-7.112.256.982
I182016471;Larceny;03/03/2018 14:13;Part One;4.232.287.413;-7.110.155.354
I182016559;Larceny;03/03/2018 16:30;Part One;4.227.510.049;-7.112.178.148
I182016513;Larceny From Motor Vehicle;03/03/2018 17:26;Part One;4.234.309.082;-7.108.540.752
I182016690;Larceny From Motor Vehicle;03/03/2018 20:00;Part One;4.231.539.445;-7.106.860.329
I182016580;Residential Burglary;03/03/2018 21:56;Part One;4.228.958.015;-7.105.767.384
I182016709;Larceny From Motor Vehicle;04/03/2018 00:00;Part One;4.232.077.767;-7.110.553.808
I182016598;Auto Theft;04/03/2018 01:10;Part One;4.231.586.862;-7.109.479.672
I182016623;Robbery;04/03/2018 03:00;Part One;4.231.506.898;-7.109.746.579
I182016627;Commercial Burglary;04/03/2018 06:47;Part One;4.230.433.950;-7.108.477.887
I182016656;Larceny From Motor Vehicle;04/03/2018 10:52;Part One;4.233.127.346;-7.109.288.799
I182016825;Larceny From Motor Vehicle;04/03/2018 12:00;Part One;4.234.591.175;-7.113.842.377
I182016731;Larceny;04/03/2018 14:00;Part One;4.232.969.471;-7.107.044.410
I182016728;Larceny;04/03/2018 15:00;Part One;4.225.943.465;-7.114.798.064
I182016739;Commercial Burglary;04/03/2018 16:50;Part One;4.236.164.502;-7.106.229.949
I182018639;Auto Theft;04/03/2018 17:00;Part One;4.230.026.195;-7.107.351.160
I182016753;Larceny;04/03/2018 18:35;Part One;4.227.413.021;-7.111.674.617
I182019625;Larceny;04/03/2018 21:00;Part One;4.234.416.586;-7.115.000.526
I182016796;Residential Burglary;04/03/2018 22:13;Part One;4.234.867.943;-7.106.089.490
I182017241;Auto Theft;05/03/2018 06:00;Part One;4.233.755.715;-7.107.836.018
I182016860;Larceny;05/03/2018 08:29;Part One;4.232.567.726;-7.105.896.831
I182016878;Aggravated Assault;05/03/2018 10:10;Part One;4.234.339.388;-7.109.849.282
I182016917;Larceny;05/03/2018 10:38;Part One;4.230.144.714;-7.107.681.348
I182016923;Residential Burglary;05/03/2018 10:49;Part One;4.229.191.251;-7.107.049.431
I182016960;Residential Burglary;05/03/2018 12:42;Part One;4.228.297.379;-7.108.194.011
I182016980;Larceny;05/03/2018 14:31;Part One;4.234.840.576;-7.108.688.339
I182016996;Robbery;05/03/2018 16:03;Part One;4.230.876.959;-7.107.460.717
I182017046;Larceny;05/03/2018 17:23;Part One;4.231.929.343;-7.111.178.236
I182017136;Larceny From Motor Vehicle;05/03/2018 18:30;Part One;4.235.422.227;-7.113.955.302
I182017075;Aggravated Assault;05/03/2018 20:04;Part One;4.227.724.055;-7.116.780.065
I182021674;Auto Theft;06/03/2018 00:00;Part One;4.226.623.736;-7.116.843.346
I182017113;Robbery;06/03/2018 02:53;Part One;4.236.683.278;-7.105.261.725
I182017134;Robbery;06/03/2018 07:28;Part One;4.238.099.773;-7.106.210.065
I182017141;Larceny From Motor Vehicle;06/03/2018 09:22;Part One;4.226.809.427;-7.109.909.970
I182017220;Aggravated Assault;06/03/2018 11:30;Part One;4.233.511.904;-7.107.491.710
I182021842;Larceny;06/03/2018 12:38;Part One;4.229.210.002;-7.107.634.761
I172034897;Aggravated Assault;06/03/2018 13:30;Part One;4.235.545.896;-7.106.052.398
I182017279;Residential Burglary;06/03/2018 14:16;Part One;4.236.022.674;-7.106.597.730
I182017534;Larceny From Motor Vehicle;06/03/2018 15:00;Part One;4.234.996.240;-7.114.762.531
I182017298;Larceny;06/03/2018 16:46;Part One;4.225.189.440;-7.112.535.310
I182026723;Larceny;06/03/2018 18:45;Part One;4.230.340.172;-7.105.937.630
I182017367;Larceny From Motor Vehicle;06/03/2018 21:00;Part One;4.235.211.146;-7.113.531.147
I182017403;Commercial Burglary;07/03/2018 02:57;Part One;4.234.710.196;-7.108.841.746
I182017433;Commercial Burglary;07/03/2018 08:34;Part One;4.229.131.613;-7.107.170.293
I182017446;Larceny;07/03/2018 09:16;Part One;4.226.194.848;-7.110.971.613
I182017601;Residential Burglary;07/03/2018 11:00;Part One;4.232.562.939;-7.107.976.270
I182018267;Larceny From Motor Vehicle;07/03/2018 12:00;Part One;4.234.210.486;-7.108.118.057
I182017562;Aggravated Assault;07/03/2018 14:40;Part One;4.226.956.689;-7.109.075.049
I182017549;Larceny;07/03/2018 15:14;Part One;4.234.442.266;-7.109.833.083
I182017552;Residential Burglary;07/03/2018 16:28;Part One;4.229.096.807;-7.109.010.919
I182017575;Auto Theft;07/03/2018 18:00;Part One;4.229.919.694;-7.106.046.974
I182017706;Larceny From Motor Vehicle;07/03/2018 19:00;Part One;4.228.088.710;-7.113.611.022
I182017590;Larceny;07/03/2018 19:51;Part One;4.235.176.179;-7.107.452.168
I182017622;Robbery;07/03/2018 23:54;Part One;4.230.540.715;-7.106.547.135
I182038958;Larceny;08/03/2018 00:00;Part One;4.235.015.387;-7.115.369.537
I182018128;Auto Theft;08/03/2018 07:30;Part One;4.229.571.922;-7.111.827.307
I182017672;Residential Burglary;08/03/2018 08:52;Part One;4.227.072.413;-7.116.191.280
I182017681;Larceny;08/03/2018 09:36;Part One;4.233.044.113;-7.108.373.481
I182017697;Residential Burglary;08/03/2018 11:34;Part One;4.229.512.751;-7.107.820.832
I182017733;Larceny;08/03/2018 12:46;Part One;4.234.862.382;-7.108.277.637
I182017789;Larceny;08/03/2018 16:55;Part One;4.231.771.534;-7.109.823.049
I182017876;Auto Theft;08/03/2018 18:30;Part One;4.227.933.677;-7.105.148.721
I182017856;Larceny;08/03/2018 19:20;Part One;4.234.852.699;-7.106.486.875
I182017949;Larceny From Motor Vehicle;08/03/2018 22:00;Part One;4.236.398.584;-7.106.047.223
I182018818;Larceny From Motor Vehicle;08/03/2018 23:20;Part One;4.230.942.246;-7.108.530.769
I182017914;Larceny From Motor Vehicle;09/03/2018 06:51;Part One;4.230.812.619;-7.107.692.974
I182017954;Larceny From Motor Vehicle;09/03/2018 09:56;Part One;4.238.289.141;-7.103.930.932
I182017983;Larceny;09/03/2018 12:09;Part One;4.230.047.534;-7.106.356.605
I182018001;Larceny;09/03/2018 12:49;Part One;4.231.684.532;-7.106.556.419
I182018105;Residential Burglary;09/03/2018 14:54;Part One;4.228.267.661;-7.108.283.064
I182018084;Larceny;09/03/2018 16:26;Part One;4.225.189.440;-7.112.535.310
I182018102;Larceny;09/03/2018 17:23;Part One;4.235.648.631;-7.105.928.145
I182018145;Residential Burglary;09/03/2018 18:11;Part One;4.230.923.689;-7.104.634.423
I182018174;Larceny;09/03/2018 20:19;Part One;4.229.234.068;-7.104.803.996
I182018152;Residential Burglary;09/03/2018 20:36;Part One;4.234.070.886;-7.107.473.698
I182018367;Larceny;09/03/2018 21:00;Part One;4.234.577.820;-7.108.429.595
I182018180;Aggravated Assault;09/03/2018 22:28;Part One;4.233.760.719;-7.107.825.820
I182018178;Larceny;09/03/2018 23:15;Part One;4.230.433.950;-7.108.477.887
I182018197;Larceny From Motor Vehicle;10/03/2018 00:31;Part One;4.229.972.869;-7.108.171.587
I182018798;Larceny;10/03/2018 01:00;Part One;4.235.822.966;-7.105.362.239
I182021697;Aggravated Assault;10/03/2018 01:45;Part One;4.235.157.221;-7.106.353.927
I182018610;Larceny;10/03/2018 06:00;Part One;4.236.348.515;-7.106.084.210
I182018511;Larceny;10/03/2018 10:00;Part One;4.235.434.154;-7.113.031.633
I182018285;Larceny;10/03/2018 11:29;Part One;4.234.439.568;-7.108.632.016
I182018564;Larceny;10/03/2018 13:00;Part One;4.234.376.458;-7.108.866.865
I182018326;Larceny;10/03/2018 15:10;Part One;4.234.693.807;-7.109.266.111
I182018552;Larceny From Motor Vehicle;10/03/2018 16:00;Part One;4.231.571.577;-7.105.815.527
I182018357;Robbery;10/03/2018 16:34;Part One;4.235.249.436;-7.106.139.280
I182018366;Aggravated Assault;10/03/2018 17:28;Part One;4.231.514.179;-7.106.704.709
I182018395;Residential Burglary;10/03/2018 18:02;Part One;4.228.013.508;-7.106.512.533
I182018527;Larceny;10/03/2018 18:50;Part One;4.235.997.967;-7.105.474.135
I182018415;Larceny;10/03/2018 20:59;Part One;4.230.422.176;-7.107.918.459
I182018618;Auto Theft;10/03/2018 22:30;Part One;4.234.255.587;-7.109.807.867
I182018441;Larceny;10/03/2018 23:11;Part One;4.232.553.801;-7.106.579.592
I182018483;Larceny;11/03/2018 06:53;Part One;4.228.657.334;-7.106.408.374
I182018494;Robbery;11/03/2018 08:58;Part One;4.229.434.410;-7.108.604.010
I182018514;Commercial Burglary;11/03/2018 11:25;Part One;4.235.698.857;-7.106.084.937
I182018555;Larceny;11/03/2018 13:55;Part One;4.228.314.714;-7.111.374.152
I182018562;Aggravated Assault;11/03/2018 15:18;Part One;4.228.033.540;-7.108.823.995
I182018577;Larceny;11/03/2018 17:09;Part One;4.234.862.382;-7.108.277.637
I182018897;Larceny From Motor Vehicle;11/03/2018 19:30;Part One;4.236.033.536;-7.107.081.975
I182018645;Larceny;11/03/2018 21:11;Part One;4.236.352.061;-7.105.367.773
I182018845;Larceny From Motor Vehicle;11/03/2018 22:00;Part One;4.232.118.290;-7.110.682.780
I182019528;Larceny;11/03/2018 22:30;Part One;4.234.947.586;-7.107.640.150
I182018671;Robbery;12/03/2018 00:37;Part One;4.228.297.379;-7.108.194.011
I182018797;Residential Burglary;12/03/2018 07:45;Part One;4.234.280.177;-7.110.069.510
I182026770;Larceny;12/03/2018 09:00;Part One;4.234.709.349;-7.108.764.568
I152049494;Larceny From Motor Vehicle;12/03/2018 11:00;Part One;4.233.581.104;-7.105.575.441
I182027672;Larceny;12/03/2018 13:00;Part One;4.235.095.909;-7.107.412.780
I182018830;Larceny From Motor Vehicle;12/03/2018 16:19;Part One;4.233.473.779;-7.109.197.084
I182021157;Larceny;12/03/2018 17:00;Part One;4.234.285.014;-7.106.516.235
I182019247;Auto Theft;12/03/2018 17:30;Part One;4.232.502.870;-7.107.341.448
I182018884;Residential Burglary;12/03/2018 18:24;Part One;4.228.855.818;-7.108.839.470
I182018896;Larceny;12/03/2018 19:05;Part One;4.236.497.550;-7.106.204.400
I182019035;Larceny;13/03/2018 04:37;Part One;4.233.428.841;-7.107.239.518
I182019046;Larceny;13/03/2018 11:49;Part One;4.234.640.381;-7.107.551.289
I182019078;Robbery;13/03/2018 12:56;Part One;4.237.957.532;-7.104.011.349
I182019205;Auto Theft;13/03/2018 17:00;Part One;4.236.080.869;-7.113.197.749
I182019147;Robbery;13/03/2018 21:14;Part One;4.231.078.949;-7.110.224.589
I182019162;Larceny;13/03/2018 22:38;Part One;4.238.831.841;-7.101.600.449
I182019224;Larceny From Motor Vehicle;14/03/2018 10:27;Part One;4.230.801.734;-7.108.870.712
I182019260;Larceny From Motor Vehicle;14/03/2018 11:05;Part One;4.230.838.079;-7.111.602.152
I182019231;Aggravated Assault;14/03/2018 11:35;Part One;4.232.692.266;-7.108.313.475
I182019384;Larceny;14/03/2018 12:30;Part One;4.232.618.647;-7.105.874.141
I182019262;Larceny;14/03/2018 13:01;Part One;4.226.922.278;-7.109.384.023
I182019305;Larceny;14/03/2018 15:30;Part One;4.235.512.339;-7.106.087.980
I182019325;Larceny;14/03/2018 16:26;Part One;4.228.314.714;-7.111.374.152
I182021257;Larceny From Motor Vehicle;14/03/2018 17:30;Part One;4.234.507.147;-7.108.057.788
I182019381;Larceny;14/03/2018 18:30;Part One;4.230.889.840;-7.108.305.190
I182019373;Larceny From Motor Vehicle;14/03/2018 19:34;Part One;4.230.196.897;-7.106.210.064
I182020672;Auto Theft;15/03/2018 00:00;Part One;4.227.291.355;-7.107.456.260
I182019479;Larceny;15/03/2018 09:04;Part One;4.231.482.241;-7.106.524.172
I182019493;Aggravated Assault;15/03/2018 10:40;Part One;4.233.945.339;-7.107.992.484
I182019559;Larceny;15/03/2018 13:16;Part One;4.232.177.032;-7.109.779.774
I182021438;Larceny;15/03/2018 13:31;Part One;4.235.602.373;-7.106.177.615
I182019542;Larceny;15/03/2018 14:01;Part One;4.232.553.801;-7.106.579.592
I182019614;Larceny;15/03/2018 16:53;Part One;4.235.521.625;-7.106.012.863
I182019664;Larceny;15/03/2018 18:10;Part One;4.231.096.535;-7.105.940.863
I182019635;Larceny;15/03/2018 18:14;Part One;4.232.246.336;-7.110.757.917
I182019644;Larceny;15/03/2018 19:16;Part One;4.232.696.647;-7.106.198.607
I182019675;Larceny;15/03/2018 20:30;Part One;4.233.209.622;-7.109.860.557
I182019794;Larceny From Motor Vehicle;15/03/2018 22:00;Part One;4.234.976.402;-7.106.045.076
I182019710;Aggravated Assault;16/03/2018 02:17;Part One;4.235.186.741;-7.112.290.572
I182019754;Aggravated Assault;16/03/2018 08:16;Part One;4.234.984.179;-7.107.480.212
I182019779;Larceny;16/03/2018 10:58;Part One;4.231.062.548;-7.105.408.875
I182019803;Aggravated Assault;16/03/2018 12:06;Part One;4.231.026.891;-7.108.931.055
I182020044;Larceny From Motor Vehicle;16/03/2018 14:00;Part One;4.232.132.788;-7.108.105.509
I182019918;Robbery;16/03/2018 15:40;Part One;4.231.014.403;-7.108.759.179
I182019879;Larceny;16/03/2018 16:50;Part One;4.234.865.794;-7.113.259.180
I182019934;Larceny;16/03/2018 19:03;Part One;4.231.929.343;-7.111.178.236
I182020703;Larceny;16/03/2018 20:54;Part One;4.232.552.291;-7.106.350.970
I182020307;Robbery;16/03/2018 22:30;Part One;4.232.422.562;-7.105.242.608
I182019974;Robbery;16/03/2018 22:43;Part One;4.237.958.999;-7.103.556.964
I182019984;Aggravated Assault;17/03/2018 00:42;Part One;4.231.410.780;-7.107.525.124
I182019998;Commercial Burglary;17/03/2018 01:36;Part One;4.235.272.948;-7.106.256.291
I182020022;Aggravated Assault;17/03/2018 03:00;Part One;4.233.790.301;-7.107.145.236
I182020038;Aggravated Assault;17/03/2018 08:29;Part One;4.224.999.342;-7.112.344.849
I182020052;Larceny;17/03/2018 10:43;Part One;4.236.045.096;-7.105.644.018
I182020075;Larceny;17/03/2018 12:19;Part One;4.228.132.815;-7.109.564.039
I182020108;Robbery;17/03/2018 14:33;Part One;4.228.714.820;-7.106.493.039
I182020117;Robbery;17/03/2018 14:35;Part One;4.232.324.394;-7.107.642.483
I182020662;Larceny;17/03/2018 17:00;Part One;4.235.609.320;-7.105.734.151
I182020138;Larceny;17/03/2018 17:19;Part One;4.234.489.594;-7.109.659.186
I182020146;Larceny From Motor Vehicle;17/03/2018 17:55;Part One;4.234.160.357;-7.109.771.750
I182020623;Larceny;17/03/2018 21:00;Part One;4.234.717.363;-7.109.644.390
I182020204;Auto Theft;17/03/2018 22:25;Part One;4.234.112.890;-7.107.692.951
I182020723;Larceny;17/03/2018 23:30;Part One;4.236.439.256;-7.106.093.185
I182020279;Larceny;18/03/2018 01:00;Part One;4.231.508.518;-7.108.508.813
I182020253;Robbery;18/03/2018 02:32;Part One;4.233.140.850;-7.103.911.986
I182020306;Aggravated Assault;18/03/2018 09:37;Part One;4.231.254.970;-7.108.757.081
I182020314;Aggravated Assault;18/03/2018 10:43;Part One;4.233.880.788;-7.105.083.406
I182020330;Larceny From Motor Vehicle;18/03/2018 11:54;Part One;4.232.617.421;-7.108.118.336
I182020367;Larceny;18/03/2018 15:14;Part One;4.234.108.936;-7.107.020.569
I182021444;Larceny;18/03/2018 16:17;Part One;4.235.631.415;-7.113.567.792
I182020961;Larceny From Motor Vehicle;18/03/2018 17:00;Part One;4.234.341.962;-7.108.395.600
I182020407;Larceny;18/03/2018 18:27;Part One;4.234.942.050;-7.108.315.800
I182020424;Aggravated Assault;18/03/2018 19:23;Part One;4.231.779.354;-7.104.210.959
I182020433;Aggravated Assault;18/03/2018 20:24;Part One;4.228.200.649;-7.109.206.838
I182020455;Aggravated Assault;18/03/2018 21:21;Part One;4.234.854.636;-7.107.416.609
I182020451;Aggravated Assault;18/03/2018 21:40;Part One;4.231.684.817;-7.107.778.336
I182021029;Larceny;19/03/2018 03:45;Part One;4.226.871.441;-7.109.221.139
I182020527;Aggravated Assault;19/03/2018 08:46;Part One;4.234.905.600;-7.115.049.850
I182020574;Larceny;19/03/2018 10:51;Part One;4.233.353.790;-7.103.531.827
I182020593;Larceny;19/03/2018 12:25;Part One;4.231.771.534;-7.109.823.049
I182020717;Larceny;19/03/2018 12:51;Part One;4.234.906.578;-7.113.414.695
I182020625;Larceny;19/03/2018 13:42;Part One;4.231.322.413;-7.105.715.277
I182020656;Aggravated Assault;19/03/2018 14:25;Part One;4.235.009.599;-7.107.732.110
I182020665;Larceny;19/03/2018 15:35;Part One;4.234.749.899;-7.107.925.506
I182020682;Residential Burglary;19/03/2018 16:05;Part One;4.233.731.438;-7.104.852.327
I182020689;Larceny;19/03/2018 16:33;Part One;4.234.591.175;-7.113.842.377
I182020835;Other Burglary;19/03/2018 17:30;Part One;4.230.667.342;-7.111.610.057
I182020851;Larceny From Motor Vehicle;19/03/2018 19:00;Part One;4.232.565.316;-7.108.470.506
I182020770;Robbery;19/03/2018 20:50;Part One;4.237.515.140;-7.106.396.420
I182020797;Aggravated Assault;19/03/2018 23:31;Part One;4.229.919.694;-7.106.046.974
I182020805;Residential Burglary;20/03/2018 00:52;Part One;4.234.190.866;-7.108.716.090
I182020817;Aggravated Assault;20/03/2018 03:40;Part One;4.228.362.830;-7.109.349.553
I182021279;Residential Burglary;20/03/2018 08:00;Part One;4.234.485.039;-7.113.942.346
I182020914;Aggravated Assault;20/03/2018 11:51;Part One;4.234.932.471;-7.108.014.801
