INCIDENT_NUMBER;OFFENSE_CODE_GROUP;OCCURRED_ON_DATE;UCR_PART;Lat;Long
I182006544;Auto Theft;22/01/2018 19:00;Part One;4.229.110.848;-7.106.281.101
I182005805;Robbery;22/01/2018 19:28;Part One;4.227.425.136;-7.109.938.919
I182006069;Larceny From Motor Vehicle;22/01/2018 20:00;Part One;4.229.768.517;-7.106.841.896
I182005840;Larceny;22/01/2018 21:16;Part One;4.234.775.725;-7.113.856.303
I182005854;Robbery;22/01/2018 21:58;Part One;4.231.535.276;-7.107.304.299
I182005878;Residential Burglary;23/01/2018 01:30;Part One;4.236.639.313;-7.105.601.459
I182005890;Aggravated Assault;23/01/2018 07:10;Part One;4.233.375.961;-7.109.574.009
I182007101;Larceny;23/01/2018 10:00;Part One;4.232.453.860;-7.108.821.844
I182005951;Robbery;23/01/2018 11:51;Part One;4.231.840.989;-7.106.829.176
I182006100;Larceny;23/01/2018 12:45;Part One;4.233.744.152;-7.110.428.096
I182005992;Larceny;23/01/2018 13:41;Part One;4.234.840.576;-7.108.688.339
I182006390;Larceny;23/01/2018 14:00;Part One;4.235.317.358;-7.107.266.833
I182006010;Larceny;23/01/2018 15:38;Part One;4.231.521.134;-7.108.783.592
I182006026;Larceny;23/01/2018 16:42;Part One;4.227.413.021;-7.111.674.617
I182006057;Larceny;23/01/2018 18:02;Part One;4.228.187.061;-7.108.751.152
I182006075;Larceny;23/01/2018 18:45;Part One;4.227.413.021;-7.111.674.617
I182006108;Residential Burglary;23/01/2018 18:58;Part One;4.231.860.134;-7.108.405.792
I182006124;Larceny;23/01/2018 20:12;Part One;4.235.351.814;-7.113.117.064
I182006169;Larceny From Motor Vehicle;23/01/2018 21:00;Part One;4.230.710.765;-7.110.367.429
I182006459;Larceny;23/01/2018 21:00;Part One;4.233.210.843;-7.107.014.395
I182006214;Larceny From Motor Vehicle;23/01/2018 22:00;Part One;4.232.561.013;-7.110.449.956
I182006143;Auto Theft;24/01/2018 00:22;Part One;4.230.433.950;-7.108.477.887
I182006168;Larceny;24/01/2018 07:03;Part One;4.226.956.689;-7.109.075.049
I182006207;Larceny;24/01/2018 10:29;Part One;4.230.552.120;-7.110.843.463
I182006311;Auto Theft;24/01/2018 12:24;Part One;4.235.143.483;-7.106.969.334
I182006270;Larceny From Motor Vehicle;24/01/2018 13:31;Part One;4.231.860.134;-7.108.405.792
I182006297;Larceny;24/01/2018 14:42;Part One;4.233.482.917;-7.104.705.015
I182006314;Larceny;24/01/2018 16:21;Part One;4.232.483.951;-7.109.042.399
I182006337;Larceny;24/01/2018 17:06;Part One;4.234.862.382;-7.108.277.637
I182006353;Residential Burglary;24/01/2018 17:35;Part One;4.233.134.833;-7.110.322.483
I182006507;Larceny From Motor Vehicle;24/01/2018 19:00;Part One;4.237.977.166;-7.102.730.041
I182006409;Robbery;24/01/2018 20:33;Part One;4.226.994.732;-7.109.380.308
I182006408;Larceny;24/01/2018 21:49;Part One;4.233.395.125;-7.107.538.939
I182006445;Larceny From Motor Vehicle;24/01/2018 23:00;Part One;4.234.139.035;-7.105.322.491
I182007045;Larceny;25/01/2018 00:01;Part One;4.228.508.809;-7.108.789.462
I182006463;Larceny From Motor Vehicle;25/01/2018 07:23;Part One;4.233.132.955;-7.104.344.366
I182006466;Other Burglary;25/01/2018 09:03;Part One;4.234.901.954;-7.108.130.134
I182006526;Larceny;25/01/2018 11:44;Part One;4.233.210.843;-7.107.014.395
I182006682;Larceny;25/01/2018 13:00;Part One;4.232.221.452;-7.111.412.686
I182006566;Larceny From Motor Vehicle;25/01/2018 14:41;Part One;4.232.582.901;-7.108.055.111
I182006581;Larceny;25/01/2018 15:16;Part One;4.225.189.440;-7.112.535.310
I182006591;Larceny;25/01/2018 16:06;Part One;4.226.701.085;-7.112.096.171
I182006623;Larceny;25/01/2018 17:51;Part One;4.231.191.960;-7.106.913.007
I182006910;Larceny;25/01/2018 18:30;Part One;4.234.255.587;-7.109.807.867
I182006962;Larceny;25/01/2018 19:00;Part One;4.238.574.368;-7.101.186.957
I182006680;Robbery;25/01/2018 19:25;Part One;4.232.199.334;-7.109.836.126
I182006698;Larceny From Motor Vehicle;25/01/2018 23:52;Part One;4.238.159.590;-7.108.014.887
I182006705;Auto Theft;26/01/2018 00:09;Part One;4.230.393.928;-7.107.896.352
I182006722;Robbery;26/01/2018 03:50;Part One;4.229.356.132;-7.108.129.517
I182009981;Larceny;26/01/2018 07:00;Part One;4.231.442.428;-7.110.640.712
I182006733;Residential Burglary;26/01/2018 07:46;Part One;4.232.435.506;-7.107.440.305
I182009785;Larceny;26/01/2018 08:00;Part One;4.234.999.733;-7.108.103.440
I182007044;Larceny;26/01/2018 10:00;Part One;4.234.489.594;-7.109.659.186
I182006769;Aggravated Assault;26/01/2018 10:35;Part One;4.237.271.565;-7.104.050.708
I182006791;Larceny;26/01/2018 11:55;Part One;4.235.393.493;-7.113.652.595
I182006824;Aggravated Assault;26/01/2018 13:31;Part One;4.230.417.845;-7.107.600.129
I182006847;Larceny;26/01/2018 14:52;Part One;4.235.595.391;-7.113.852.468
I182006845;Larceny From Motor Vehicle;26/01/2018 15:09;Part One;4.232.308.366;-7.109.431.771
I182006938;Auto Theft;26/01/2018 15:30;Part One;4.230.170.124;-7.105.300.561
I182006860;Aggravated Assault;26/01/2018 16:22;Part One;4.235.331.987;-7.106.102.314
I182007848;Aggravated Assault;26/01/2018 17:00;Part One;4.232.924.234;-7.105.362.304
I182006931;Aggravated Assault;26/01/2018 20:46;Part One;4.227.575.873;-7.113.429.953
I182007137;Larceny;26/01/2018 23:00;Part One;4.237.167.554;-7.103.563.919
I182007636;Larceny From Motor Vehicle;27/01/2018 00:00;Part One;4.233.294.507;-7.104.863.673
I182006981;Aggravated Assault;27/01/2018 00:45;Part One;4.235.066.174;-7.106.602.232
I182007009;Commercial Burglary;27/01/2018 03:40;Part One;4.230.203.902;-7.106.009.072
I182007615;Larceny From Motor Vehicle;27/01/2018 07:00;Part One;4.231.201.451;-7.105.632.278
I182007019;Aggravated Assault;27/01/2018 08:36;Part One;4.233.926.764;-7.107.208.833
I182007097;Larceny;27/01/2018 12:00;Part One;4.236.033.276;-7.105.217.290
I182007084;Residential Burglary;27/01/2018 13:01;Part One;4.228.009.279;-7.108.005.410
I182008550;Aggravated Assault;27/01/2018 13:45;Part One;4.231.996.758;-7.108.715.022
I182007099;Larceny;27/01/2018 14:07;Part One;4.237.499.333;-7.103.982.596
I182007108;Larceny From Motor Vehicle;27/01/2018 14:34;Part One;4.234.667.830;-7.106.592.559
I182007415;Larceny From Motor Vehicle;27/01/2018 15:00;Part One;4.236.449.558;-7.105.268.296
I182007142;Larceny;27/01/2018 16:13;Part One;4.229.234.068;-7.104.803.996
I182006988;Larceny;27/01/2018 17:30;Part One;4.235.456.406;-7.106.147.418
I182007189;Larceny;27/01/2018 18:45;Part One;4.236.064.470;-7.107.086.192
I182007620;Larceny From Motor Vehicle;27/01/2018 19:16;Part One;4.236.643.546;-7.106.135.413
I182007204;Larceny;27/01/2018 20:30;Part One;4.230.500.848;-7.106.606.441
I182007202;Larceny;27/01/2018 21:18;Part One;4.226.361.661;-7.110.332.183
I182007416;Larceny;27/01/2018 23:00;Part One;4.234.942.864;-7.106.536.641
I182014979;Residential Burglary;28/01/2018 00:00;Part One;4.233.058.014;-7.106.248.386
I182007252;Aggravated Assault;28/01/2018 01:00;Part One;4.227.839.822;-7.113.527.907
I182007332;Auto Theft;28/01/2018 02:00;Part One;4.231.483.407;-7.109.976.769
I182007387;Larceny From Motor Vehicle;28/01/2018 07:00;Part One;4.236.643.546;-7.106.135.413
I182008949;Larceny;28/01/2018 09:00;Part One;4.234.531.664;-7.114.298.078
I182007309;Larceny From Motor Vehicle;28/01/2018 09:59;Part One;4.229.919.276;-7.107.514.519
I182007316;Larceny From Motor Vehicle;28/01/2018 10:36;Part One;4.229.023.297;-7.112.015.968
I182007320;Larceny From Motor Vehicle;28/01/2018 10:49;Part One;4.236.340.334;-7.105.985.861
I182007330;Larceny;28/01/2018 11:42;Part One;4.234.840.576;-7.108.688.339
I182007345;Auto Theft;28/01/2018 12:23;Part One;4.230.833.371;-7.107.599.128
I182007359;Larceny;28/01/2018 13:43;Part One;4.229.666.202;-7.106.121.836
I182007561;Commercial Burglary;28/01/2018 15:00;Part One;4.233.800.322;-7.102.723.556
I182007440;Larceny From Motor Vehicle;28/01/2018 15:06;Part One;4.232.198.919;-7.109.400.837
I182007417;Larceny;28/01/2018 16:21;Part One;4.235.237.073;-7.107.227.173
I182007413;Larceny;28/01/2018 17:34;Part One;4.234.862.382;-7.108.277.637
I182007441;Larceny;28/01/2018 17:55;Part One;4.235.942.556;-7.105.288.819
I182007444;Larceny;28/01/2018 18:35;Part One;4.235.942.556;-7.105.288.819
I182011657;Larceny From Motor Vehicle;28/01/2018 20:00;Part One;4.234.911.289;-7.108.767.768
I182007495;Aggravated Assault;28/01/2018 21:25;Part One;4.229.919.694;-7.106.046.974
I182007475;Larceny;28/01/2018 21:44;Part One;4.236.943.145;-7.103.917.179
I182007744;Auto Theft;28/01/2018 23:30;Part One;4.230.141.461;-7.106.287.775
I182007845;Auto Theft;29/01/2018 00:00;Part One;4.235.555.336;-7.115.274.721
I182008214;Larceny;29/01/2018 07:13;Part One;4.235.680.075;-7.105.893.025
I182007541;Residential Burglary;29/01/2018 08:11;Part One;4.227.253.606;-7.113.622.919
I182007547;Larceny;29/01/2018 09:24;Part One;4.232.696.647;-7.106.198.607
I182007700;Larceny;29/01/2018 11:14;Part One;4.228.026.694;-7.115.729.870
I182007634;Larceny;29/01/2018 11:40;Part One;4.234.339.388;-7.109.849.282
I182007635;Aggravated Assault;29/01/2018 14:03;Part One;4.236.038.173;-7.106.285.769
I182008253;Larceny;29/01/2018 16:16;Part One;4.234.862.382;-7.108.277.637
I182007709;Residential Burglary;29/01/2018 17:27;Part One;4.233.798.932;-7.108.003.746
I182010551;Larceny;29/01/2018 18:00;Part One;4.234.665.908;-7.107.997.968
I182007738;Larceny;29/01/2018 19:18;Part One;4.233.152.148;-7.107.085.307
I182007840;Larceny From Motor Vehicle;29/01/2018 20:30;Part One;4.232.656.058;-7.105.857.546
I182007772;Auto Theft;29/01/2018 21:15;Part One;4.229.837.812;-7.107.814.592
I182007787;Larceny;29/01/2018 22:16;Part One;4.234.815.229;-7.108.450.821
I182007811;Larceny;30/01/2018 02:17;Part One;4.234.749.899;-7.107.925.506
I182009045;Residential Burglary;30/01/2018 10:00;Part One;4.230.090.969;-7.107.425.843
I182008061;Residential Burglary;30/01/2018 11:15;Part One;4.234.488.259;-7.115.216.614
I182007982;Larceny From Motor Vehicle;30/01/2018 12:00;Part One;4.234.993.026;-7.109.407.011
I182007954;Larceny;30/01/2018 14:01;Part One;4.238.831.841;-7.101.600.449
I182008066;Residential Burglary;30/01/2018 15:00;Part One;4.234.216.315;-7.115.040.340
I182007961;Larceny;30/01/2018 16:25;Part One;4.227.133.005;-7.108.299.865
I182008377;Larceny From Motor Vehicle;30/01/2018 17:00;Part One;4.234.860.909;-7.115.655.466
I182007983;Larceny;30/01/2018 17:48;Part One;4.234.840.576;-7.108.688.339
I182008057;Larceny From Motor Vehicle;30/01/2018 18:30;Part One;4.236.643.546;-7.106.135.413
I182008089;Larceny From Motor Vehicle;30/01/2018 19:00;Part One;4.234.946.271;-7.106.199.030
I182008032;Larceny;30/01/2018 20:16;Part One;4.234.442.266;-7.109.833.083
I182008159;Residential Burglary;30/01/2018 21:52;Part One;4.228.981.486;-7.111.767.828
I182008068;Larceny From Motor Vehicle;30/01/2018 22:51;Part One;4.237.864.819;-7.103.089.238
I182008187;Residential Burglary;31/01/2018 09:00;Part One;4.231.056.575;-7.105.822.676
I182008226;Larceny;31/01/2018 12:34;Part One;4.234.701.666;-7.106.886.238
I162091188;Aggravated Assault;31/01/2018 14:00;Part One;4.234.800.978;-7.107.669.760
I182008242;Residential Burglary;31/01/2018 15:44;Part One;4.232.583.998;-7.105.463.516
I182008271;Larceny;31/01/2018 17:25;Part One;4.235.095.909;-7.107.412.780
I182008282;Larceny;31/01/2018 19:17;Part One;4.231.292.775;-7.105.662.311
I182008316;Homicide;31/01/2018 21:36;Part One;4.232.047.753;-7.107.273.673
I182008580;Larceny;01/02/2018 00:00;Part One;4.231.498.082;-7.110.204.975
I182012749;Larceny;01/02/2018 00:00;Part One;4.228.714.820;-7.106.493.039
I182008329;Larceny From Motor Vehicle;01/02/2018 00:12;Part One;4.235.118.146;-7.108.824.120
I182008510;Residential Burglary;01/02/2018 06:00;Part One;4.234.555.900;-7.114.755.192
I182047854;Larceny;01/02/2018 08:00;Part One;4.236.489.527;-7.106.050.249
I182008471;Auto Theft;01/02/2018 09:30;Part One;4.231.993.295;-7.108.157.395
I182059411;Larceny;01/02/2018 11:00;Part One;4.235.060.365;-7.116.847.602
I182001819;Auto Theft;01/02/2018 11:45;Part One;4.233.783.948;-7.102.929.361
I182008659;Larceny From Motor Vehicle;01/02/2018 14:00;Part One;4.234.398.491;-7.106.799.686
I182008484;Larceny;01/02/2018 16:22;Part One;4.229.131.613;-7.107.170.293
I182008532;Aggravated Assault;01/02/2018 18:51;Part One;4.233.884.984;-7.108.263.314
I182008577;Robbery;01/02/2018 19:30;Part One;4.234.391.716;-7.108.967.541
I182008961;Larceny;01/02/2018 20:00;Part One;4.234.862.382;-7.108.277.637
I182008556;Residential Burglary;01/02/2018 20:56;Part One;4.235.501.072;-7.112.887.911
I182008571;Larceny;01/02/2018 21:16;Part One;4.227.986.353;-7.113.184.736
I182008678;Larceny From Motor Vehicle;01/02/2018 22:00;Part One;4.233.562.126;-7.107.582.361
I182008592;Larceny;01/02/2018 23:24;Part One;4.234.430.114;-7.108.761.830
I182008601;Other Burglary;02/02/2018 00:42;Part One;4.233.548.200;-7.107.586.449
I182008669;Commercial Burglary;02/02/2018 02:30;Part One;4.230.203.902;-7.106.009.072
I182008627;Robbery;02/02/2018 07:49;Part One;4.228.536.992;-7.117.244.016
I182010371;Larceny;02/02/2018 09:00;Part One;4.233.763.336;-7.104.385.405
I162091494;Residential Burglary;02/02/2018 10:30;Part One;4.234.493.428;-7.106.366.374
I182008689;Larceny;02/02/2018 11:30;Part One;4.235.420.018;-7.106.185.184
I182008687;Aggravated Assault;02/02/2018 12:03;Part One;4.232.311.753;-7.110.666.220
I182009442;Commercial Burglary;02/02/2018 15:00;Part One;4.230.960.752;-7.110.499.196
I182010063;Larceny From Motor Vehicle;02/02/2018 17:00;Part One;4.232.591.192;-7.109.494.763
I182016979;Larceny;02/02/2018 19:50;Part One;4.227.531.312;-7.111.587.798
I182008856;Robbery;02/02/2018 20:56;Part One;4.228.611.489;-7.109.071.443
I182008872;Larceny;03/02/2018 00:15;Part One;4.236.020.464;-7.105.620.816
I182008902;Residential Burglary;03/02/2018 03:41;Part One;4.235.275.712;-7.108.240.215
I182009158;Larceny;03/02/2018 08:00;Part One;4.238.196.242;-7.103.184.460
I182009516;Larceny;03/02/2018 12:10;Part One;4.234.676.463;-7.108.747.789
I182008982;Homicide;03/02/2018 13:49;Part One;4.231.250.816;-7.106.546.757
I182009096;Residential Burglary;03/02/2018 14:30;Part One;4.235.014.612;-7.113.607.618
I182009018;Larceny;03/02/2018 15:45;Part One;4.232.809.966;-7.106.321.676
I182009036;Robbery;03/02/2018 17:17;Part One;4.230.878.855;-7.109.055.618
I182009058;Residential Burglary;03/02/2018 19:02;Part One;4.235.826.604;-7.113.520.407
I182009084;Aggravated Assault;03/02/2018 22:36;Part One;4.229.202.737;-7.106.796.635
I182009208;Larceny;04/02/2018 01:00;Part One;4.235.649.296;-7.105.259.107
I182009135;Aggravated Assault;04/02/2018 02:35;Part One;4.234.940.554;-7.106.265.454
I182009190;Residential Burglary;04/02/2018 05:00;Part One;4.234.760.128;-7.115.688.618
I182009191;Robbery;04/02/2018 11:07;Part One;4.225.332.979;-7.112.467.152
I182009757;Residential Burglary;04/02/2018 12:00;Part One;4.233.701.234;-7.102.926.266
I182009209;Larceny;04/02/2018 12:35;Part One;4.235.595.391;-7.113.852.468
I182009229;Robbery;04/02/2018 14:37;Part One;4.234.894.667;-7.108.574.065
I182009265;Larceny;04/02/2018 17:10;Part One;4.235.979.038;-7.107.078.234
I182009294;Aggravated Assault;04/02/2018 20:01;Part One;4.233.665.048;-7.107.841.035
I182009302;Larceny;04/02/2018 20:15;Part One;4.235.073.963;-7.113.047.909
I182011555;Robbery;04/02/2018 21:15;Part One;4.235.540.738;-7.106.312.433
I182009322;Larceny;04/02/2018 22:12;Part One;4.229.767.279;-7.104.941.018
I182010336;Larceny From Motor Vehicle;04/02/2018 23:30;Part One;4.230.540.934;-7.111.186.180
I182009742;Larceny;05/02/2018 00:00;Part One;4.229.258.323;-7.104.776.198
I182009348;Larceny;05/02/2018 00:21;Part One;4.231.674.811;-7.111.356.249
I182009356;Larceny;05/02/2018 01:17;Part One;4.237.644.380;-7.103.474.021
I182010857;Residential Burglary;05/02/2018 07:00;Part One;4.231.674.811;-7.111.356.249
I182009425;Larceny;05/02/2018 09:35;Part One;4.235.913.205;-7.105.504.984
I182009448;Residential Burglary;05/02/2018 12:10;Part One;4.229.451.627;-7.105.875.403
I182009471;Residential Burglary;05/02/2018 12:22;Part One;4.233.058.014;-7.106.248.386
I182009451;Larceny;05/02/2018 12:59;Part One;4.237.595.927;-7.105.966.056
I182009502;Aggravated Assault;05/02/2018 15:05;Part One;4.231.959.298;-7.106.260.700
I182017825;Larceny;05/02/2018 15:49;Part One;4.233.561.661;-7.103.641.895
I182009534;Larceny;05/02/2018 17:16;Part One;4.235.095.909;-7.107.412.780
I182009557;Larceny;05/02/2018 18:35;Part One;4.234.391.716;-7.108.967.541
I182009565;Aggravated Assault;05/02/2018 18:57;Part One;4.233.930.416;-7.105.160.423
I182009603;Residential Burglary;05/02/2018 20:07;Part One;4.235.491.054;-7.112.719.273
I182009961;Larceny From Motor Vehicle;06/02/2018 00:00;Part One;4.235.428.982;-7.114.563.389
I182009840;Larceny From Motor Vehicle;06/02/2018 02:30;Part One;4.236.293.611;-7.105.253.795
I182009652;Aggravated Assault;06/02/2018 05:14;Part One;4.231.290.648;-7.105.762.325
I182009923;Residential Burglary;06/02/2018 07:50;Part One;4.234.497.953;-7.114.090.626
I182009676;Larceny;06/02/2018 09:06;Part One;4.234.626.167;-7.108.012.196
I182009713;Larceny;06/02/2018 10:54;Part One;4.234.862.382;-7.108.277.637
I182009799;Larceny;06/02/2018 12:00;Part One;4.235.747.912;-7.105.827.852
I182009774;Aggravated Assault;06/02/2018 13:51;Part One;4.228.076.737;-7.104.736.497
I182014340;Aggravated Assault;06/02/2018 14:30;Part One;4.228.978.592;-7.107.204.166
I182009982;Commercial Burglary;06/02/2018 15:45;Part One;4.237.468.799;-7.106.128.884
I182009875;Larceny;06/02/2018 17:30;Part One;4.238.306.367;-7.101.601.620
I182009927;Larceny;06/02/2018 18:00;Part One;4.229.512.751;-7.107.820.832
I182010064;Larceny From Motor Vehicle;06/02/2018 19:00;Part One;4.230.581.739;-7.111.908.749
I182009897;Homicide;06/02/2018 19:54;Part One;4.230.555.042;-7.106.787.929
I182009933;Auto Theft;06/02/2018 23:53;Part One;4.230.673.444;-7.107.712.722
I182009942;Aggravated Assault;07/02/2018 00:16;Part One;4.236.772.441;-7.103.706.813
I182009962;Robbery;07/02/2018 06:38;Part One;4.235.540.738;-7.106.312.433
I182009988;Larceny;07/02/2018 08:21;Part One;4.235.528.211;-7.114.566.136
I182010016;Residential Burglary;07/02/2018 10:51;Part One;4.233.122.453;-7.109.907.131
I182010037;Larceny;07/02/2018 11:40;Part One;4.232.690.336;-7.108.640.085
I182010094;Larceny;07/02/2018 14:55;Part One;4.229.056.142;-7.108.926.028
I182010240;Larceny From Motor Vehicle;07/02/2018 16:30;Part One;4.233.543.510;-7.107.840.204
I182010110;Larceny;07/02/2018 17:42;Part One;4.233.401.829;-7.107.638.124
I182010120;Larceny;07/02/2018 18:17;Part One;4.228.512.354;-7.104.405.667
I182010233;Larceny From Motor Vehicle;07/02/2018 19:30;Part One;4.235.321.122;-7.114.841.124
I182010148;Aggravated Assault;07/02/2018 20:07;Part One;4.232.283.759;-7.110.096.723
I182010552;Larceny;07/02/2018 21:00;Part One;4.231.931.432;-7.104.266.892
I182010536;Residential Burglary;07/02/2018 23:00;Part One;4.235.246.442;-7.114.741.089
I182012657;Larceny From Motor Vehicle;08/02/2018 00:00;Part One;4.233.763.461;-7.107.013.024
I182010223;Commercial Burglary;08/02/2018 06:09;Part One;4.227.621.405;-7.116.651.219
I182010256;Commercial Burglary;08/02/2018 08:33;Part One;4.232.980.081;-7.106.939.695
I182010286;Larceny;08/02/2018 10:25;Part One;4.228.636.893;-7.113.005.503
I182010670;Larceny;08/02/2018 12:45;Part One;4.235.673.302;-7.105.755.938
I182010335;Robbery;08/02/2018 13:26;Part One;4.233.611.200;-7.104.665.434
I182010339;Larceny;08/02/2018 13:44;Part One;4.234.840.576;-7.108.688.339
I182010363;Residential Burglary;08/02/2018 15:20;Part One;4.235.316.369;-7.112.820.416
I182010394;Larceny;08/02/2018 16:21;Part One;4.235.118.005;-7.107.666.607
I182010420;Larceny From Motor Vehicle;08/02/2018 17:16;Part One;4.233.698.515;-7.107.258.823
I182010402;Other Burglary;08/02/2018 17:32;Part One;4.235.410.505;-7.112.792.774
I182010463;Residential Burglary;08/02/2018 18:15;Part One;4.235.260.457;-7.114.602.497
I182010430;Larceny;08/02/2018 19:57;Part One;4.233.619.626;-7.107.787.036
I182010444;Aggravated Assault;08/02/2018 21:00;Part One;4.236.444.073;-7.105.699.892
I182010455;Larceny;08/02/2018 21:10;Part One;4.235.602.373;-7.106.177.615
I182010470;Larceny From Motor Vehicle;08/02/2018 22:20;Part One;4.230.402.156;-7.106.459.170
I182010685;Larceny;09/02/2018 00:00;Part One;4.233.767.953;-7.107.529.119
I182010658;Larceny;09/02/2018 00:30;Part One;4.234.989.652;-7.113.143.450
I182010503;Aggravated Assault;09/02/2018 03:15;Part One;4.235.370.585;-7.105.898.587
I182010534;Larceny From Motor Vehicle;09/02/2018 08:40;Part One;4.232.324.394;-7.107.642.483
I182010550;Aggravated Assault;09/02/2018 10:56;Part One;4.233.563.345;-7.103.542.263
I182010613;Larceny;09/02/2018 12:07;Part One;4.231.771.534;-7.109.823.049
I182018036;Larceny;09/02/2018 13:00;Part One;4.233.129.745;-7.104.864.886
I182010816;Larceny;09/02/2018 13:56;Part One;4.234.640.381;-7.107.551.289
