incident_number,offense_code_group,occurred_on_date,lat,long
I182039956,Larceny From Motor Vehicle,25/05/2018 07:12,4.230.250.605,-7.108.329.400
I182039872,Larceny,24/05/2018 16:50,4.235.997.967,-7.105.474.135
I182039765,Aggravated Assault,24/05/2018 14:09,4.229.666.202,-7.106.121.836
I182039639,Residential Burglary,24/05/2018 02:12,4.231.175.348,-7.108.197.378
I182039540,Larceny,23/05/2018 18:25,4.225.189.440,-7.112.535.310
I182039432,Larceny,23/05/2018 14:10,4.235.450.139,-7.105.916.774
I182039369,Residential Burglary,23/05/2018 11:20,4.229.540.175,-7.108.237.834
I182039271,Larceny From Motor Vehicle,23/05/2018 04:42,4.232.614.559,-7.105.349.144
I182039188,Robbery,22/05/2018 20:13,4.236.849.441,-7.104.004.705
I182039061,Aggravated Assault,22/05/2018 14:38,4.230.090.969,-7.107.425.843
I182038973,Larceny From Motor Vehicle,20/05/2018 23:00,4.238.069.279,-7.102.954.916
I182038852,Larceny,21/05/2018 20:00,4.235.329.808,-7.113.504.948
I182038751,Larceny,21/05/2018 13:00,4.232.553.801,-7.106.579.592
I182038620,Larceny From Motor Vehicle,18/05/2018 19:30,4.234.507.147,-7.108.057.788
I182038535,Aggravated Assault,20/05/2018 22:35,4.228.250.165,-7.106.363.830
I182038429,Larceny,20/05/2018 13:00,4.237.627.664,-7.105.383.757
I182038316,Commercial Burglary,20/05/2018 05:02,4.231.162.834,-7.108.094.294
I182038224,Auto Theft,19/05/2018 19:36,4.239.001.126,-7.101.170.314
I182038095,Larceny,19/05/2018 09:00,4.231.661.027,-7.105.669.382
I182037999,Aggravated Assault,18/05/2018 21:41,4.231.854.554,-7.109.866.300
I182037913,Larceny,18/05/2018 16:43,4.232.593.326,-7.108.345.591
I182037817,Larceny,16/05/2018 09:00,4.230.114.533,-7.105.991.447
I182037706,Aggravated Assault,18/05/2018 00:05,4.232.930.936,-7.106.898.572
I182037610,Larceny,16/05/2018 18:00,4.234.980.175,-7.107.840.978
I182037493,Aggravated Assault,25/03/2018 13:00,4.230.782.140,-7.108.354.076
I182037382,Auto Theft,17/05/2018 04:02,4.233.640.891,-7.108.565.039
I182037278,Larceny From Motor Vehicle,16/05/2018 18:36,4.229.681.643,-7.104.853.785
I182037148,Larceny From Motor Vehicle,16/05/2018 11:31,4.230.703.587,-7.108.410.227
I182037020,Commercial Burglary,15/05/2018 19:45,4.236.478.627,-7.105.825.825
I182036916,Larceny,07/05/2018 09:00,4.226.546.031,-7.112.023.924
I182036799,Auto Theft,12/05/2018 20:00,4.236.475.392,-7.105.469.547
I182036684,Larceny From Motor Vehicle,13/05/2018 15:00,4.235.906.015,-7.106.769.673
I182036574,Larceny,14/05/2018 12:20,4.235.143.483,-7.106.969.334
I182036470,Larceny From Motor Vehicle,14/05/2018 04:57,4.235.909.289,-7.105.327.197
I182036380,Aggravated Assault,13/05/2018 17:46,4.228.208.198,-7.107.364.875
I182036276,Larceny From Motor Vehicle,13/05/2018 08:29,4.235.386.331,-7.113.018.733
I182036187,Larceny,12/05/2018 20:36,4.234.862.382,-7.108.277.637
I182036083,Larceny,09/05/2018 18:00,4.232.155.229,-7.110.244.044
I182035969,Larceny,11/05/2018 23:00,4.234.968.872,-7.107.711.256
I182035879,Larceny,21/04/2018 11:29,4.234.314.406,-7.109.589.305
I182035791,Larceny,11/05/2018 13:00,4.235.037.870,-7.107.626.098
I182035686,Larceny,11/05/2018 04:42,4.235.909.289,-7.105.327.197
I182035582,Larceny,10/05/2018 17:45,4.234.862.382,-7.108.277.637
I182035505,Larceny,10/05/2018 14:46,4.226.994.732,-7.109.380.308
I182035430,Larceny,10/05/2018 10:52,4.236.116.798,-7.106.355.607
I182035300,Larceny,09/05/2018 17:30,4.234.489.594,-7.109.659.186
I182035187,Larceny,08/05/2018 00:00,4.230.854.728,-7.105.821.219
I182035084,Larceny From Motor Vehicle,08/05/2018 20:00,4.232.583.998,-7.105.463.516
I182034999,Larceny,08/05/2018 11:35,4.235.055.412,-7.109.056.227
I182034865,Larceny,08/05/2018 14:00,4.235.602.373,-7.106.177.615
I182034740,Aggravated Assault,08/05/2018 00:35,4.233.104.018,-7.108.089.782
I182034606,Larceny,07/05/2018 16:41,4.234.862.382,-7.108.277.637
I182034496,Larceny,07/05/2018 11:13,4.231.322.413,-7.105.715.277
I182034347,Larceny From Motor Vehicle,06/05/2018 07:01,4.235.456.406,-7.106.147.418
I182034217,Larceny,06/05/2018 12:35,4.231.485.546,-7.109.922.410
I182034093,Robbery,05/05/2018 23:09,4.230.977.065,-7.106.699.385
I182033993,Larceny,28/04/2018 18:00,4.228.058.700,-7.107.432.184
I182033849,Robbery,05/05/2018 02:37,4.235.358.129,-7.106.236.665
I182033842,Aggravated Assault,05/05/2018 02:14,4.231.529.421,-7.109.486.034
I182033720,Aggravated Assault,21/04/2018 23:00,4.236.445.569,-7.106.845.778
I182033609,Larceny,21/04/2018 10:00,4.235.118.005,-7.107.666.607
I182033510,Aggravated Assault,04/05/2018 05:07,4.231.368.925,-7.107.427.080
I182033364,Larceny,03/05/2018 16:47,4.235.176.179,-7.107.452.168
I182033173,Aggravated Assault,03/05/2018 01:01,4.229.817.919,-7.108.692.159
I182032990,Larceny,01/05/2018 00:00,4.231.877.172,-7.107.357.119
I182032922,Residential Burglary,02/05/2018 11:13,4.230.638.316,-7.108.435.635
I182032753,Larceny,01/05/2018 11:00,4.235.178.454,-7.105.590.762
I182032573,Larceny,29/03/2018 08:00,4.227.417.433,-7.116.037.130
I182032459,Aggravated Assault,30/04/2018 19:18,4.232.962.107,-7.105.763.827
I182032370,Larceny,30/04/2018 14:54,4.235.059.717,-7.107.881.031
I182032271,Aggravated Assault,30/04/2018 10:12,4.234.285.014,-7.106.516.235
I182032150,Robbery,29/04/2018 19:01,4.237.749.764,-7.105.031.219
I182032072,Larceny,28/04/2018 19:33,4.234.412.628,-7.109.942.777
I182031980,Larceny,29/04/2018 01:23,4.234.993.026,-7.109.407.011
I182031868,Larceny,28/04/2018 16:29,4.237.673.508,-7.103.914.119
I182031758,Auto Theft,28/04/2018 00:30,4.234.888.042,-7.106.149.764
I182031632,Larceny,27/04/2018 17:25,4.231.776.637,-7.108.207.709
I182031558,Larceny,27/04/2018 13:37,4.231.696.650,-7.108.254.058
I182031468,Larceny,27/04/2018 09:59,4.232.150.239,-7.105.967.200
I182031361,Robbery,26/04/2018 18:40,4.229.290.563,-7.106.955.795
I182031251,Larceny,26/04/2018 13:39,4.235.512.339,-7.106.087.980
I182031086,Robbery,25/04/2018 21:30,4.225.194.322,-7.111.925.138
I182030964,Larceny,25/04/2018 13:46,4.234.211.488,-7.106.611.075
I182030862,Larceny From Motor Vehicle,24/04/2018 19:00,4.233.059.030,-7.103.888.028
I182030707,Auto Theft,24/04/2018 14:45,4.235.185.362,-7.108.325.149
I182030630,Larceny,31/03/2018 20:00,4.234.439.568,-7.108.632.016
I182030544,Aggravated Assault,24/04/2018 06:45,4.237.010.622,-7.103.261.984
I182030432,Auto Theft,23/04/2018 11:45,4.228.197.491,-7.106.085.599
I182030310,Larceny,22/04/2018 20:00,4.231.223.006,-7.106.391.367
I182030138,Larceny,22/04/2018 16:35,4.235.115.526,-7.106.130.589
I182030076,Larceny,22/04/2018 11:06,4.234.862.382,-7.108.277.637
I182029988,Larceny,22/04/2018 00:02,4.228.873.871,-7.107.112.627
I182029881,Larceny,21/04/2018 17:01,4.234.227.908,-7.109.152.151
I182029800,Larceny From Motor Vehicle,21/04/2018 11:15,4.233.309.210,-7.102.594.901
I182029691,Larceny,20/04/2018 20:39,4.234.160.357,-7.109.771.750
I182029555,Larceny,20/04/2018 13:51,4.234.682.750,-7.114.319.087
I182029451,Commercial Burglary,20/04/2018 01:00,4.232.692.266,-7.108.313.475
I182029319,Auto Theft,19/04/2018 16:24,4.232.579.408,-7.108.563.758
I182029256,Larceny,17/04/2018 21:00,4.232.469.443,-7.110.087.902
I182029179,Larceny From Motor Vehicle,05/04/2018 00:00,4.226.312.000,-7.115.508.544
I182029065,Larceny,18/04/2018 12:00,4.236.445.713,-7.105.642.659
I182028928,Larceny,18/04/2018 12:00,4.235.997.967,-7.105.474.135
I182028765,Aggravated Assault,17/04/2018 18:27,4.230.889.362,-7.107.410.474
I182028643,Larceny,17/04/2018 12:25,4.232.809.966,-7.106.321.676
I182028582,Larceny,17/04/2018 09:57,4.229.848.866,-7.106.313.294
I182028414,Commercial Burglary,16/04/2018 13:49,4.230.962.068,-7.106.006.083
I182028275,Auto Theft,15/04/2018 20:51,4.230.664.081,-7.108.584.976
I182028176,Aggravated Assault,13/04/2018 12:13,4.230.242.197,-7.106.122.871
I182028080,Larceny,14/04/2018 18:37,4.229.109.287,-7.106.594.539
I182027946,Larceny,14/04/2018 11:33,4.234.862.382,-7.108.277.637
I182027830,Robbery,14/04/2018 06:39,4.235.231.190,-7.106.370.510
I182027710,Auto Theft,13/04/2018 19:09,4.233.543.317,-7.105.705.378
I182027625,Larceny,13/04/2018 13:54,4.234.862.382,-7.108.277.637
I182027541,Larceny,13/04/2018 09:46,4.234.044.966,-7.108.845.935
I182027437,Residential Burglary,12/04/2018 18:22,4.228.603.500,-7.104.126.723
I182027300,Auto Theft,12/04/2018 10:30,4.233.730.901,-7.110.977.389
I182027184,Larceny From Motor Vehicle,12/04/2018 02:04,4.236.529.810,-7.105.740.434
I182027050,Robbery,11/04/2018 15:13,4.230.938.437,-7.108.262.277
I182026969,Larceny,11/04/2018 10:30,4.235.042.609,-7.116.637.332
I182026868,Robbery,10/04/2018 22:47,4.234.888.559,-7.114.007.361
I182026770,Larceny,12/03/2018 09:00,4.234.709.349,-7.108.764.568
I182026702,Larceny,10/04/2018 13:58,4.233.478.090,-7.110.947.770
I182026527,Residential Burglary,09/04/2018 14:30,4.228.013.508,-7.106.512.533
I182026423,Larceny,09/04/2018 14:41,4.228.368.807,-7.106.587.898
I182026327,Larceny,09/04/2018 00:00,4.235.997.967,-7.105.474.135
I182026190,Larceny,07/04/2018 22:30,4.235.118.146,-7.108.824.120
I182026080,Aggravated Assault,08/04/2018 05:12,4.228.378.654,-7.108.715.810
I182025923,Larceny From Motor Vehicle,07/04/2018 15:29,4.234.676.463,-7.108.747.789
I182025828,Larceny From Motor Vehicle,07/04/2018 08:49,4.234.070.290,-7.104.861.145
I182025731,Larceny From Motor Vehicle,06/04/2018 20:34,4.237.546.983,-7.103.730.221
I182025633,Larceny From Motor Vehicle,29/03/2018 21:00,4.233.857.289,-7.105.575.501
I182025513,Residential Burglary,05/04/2018 18:00,4.234.587.157,-7.108.938.851
I182025427,Larceny,05/04/2018 15:49,4.235.512.339,-7.106.087.980
I182025297,Larceny,03/04/2018 12:30,4.235.170.571,-7.111.989.956
I182025135,Larceny From Motor Vehicle,05/03/2018 18:00,4.234.968.280,-7.106.656.125
I182025050,Larceny From Motor Vehicle,03/04/2018 22:40,4.237.932.087,-7.105.914.440
I182024915,Aggravated Assault,03/04/2018 23:45,4.224.077.498,-7.113.536.804
I182024803,Larceny,03/04/2018 07:00,4.233.572.403,-7.107.232.651
I182024692,Larceny,01/04/2018 07:00,4.234.091.586,-7.108.771.531
I182024541,Larceny From Motor Vehicle,02/04/2018 17:25,4.237.051.363,-7.103.336.022
I182024441,Aggravated Assault,25/03/2018 02:10,4.234.974.111,-7.105.801.618
I182024346,Larceny,02/04/2018 06:30,4.235.451.931,-7.107.588.082
I182024245,Auto Theft,31/03/2018 22:00,4.230.226.502,-7.108.494.674
I182024163,Auto Theft,31/03/2018 17:00,4.229.321.264,-7.111.755.983
I182024083,Aggravated Assault,01/04/2018 00:45,4.235.325.379,-7.104.872.410
I182023973,Larceny,31/03/2018 14:00,4.235.602.373,-7.106.177.615
I182023806,Larceny From Motor Vehicle,30/03/2018 12:50,4.234.268.073,-7.109.937.714
I182023723,Auto Theft,30/03/2018 16:00,4.229.331.199,-7.105.965.615
I182023656,Larceny From Motor Vehicle,29/03/2018 18:15,4.231.441.222,-7.108.530.390
I182023570,Larceny From Motor Vehicle,29/03/2018 20:00,4.234.401.294,-7.108.186.196
I182023413,Aggravated Assault,29/03/2018 14:42,4.234.862.382,-7.108.277.637
I182023324,Larceny,29/03/2018 09:00,4.230.132.884,-7.110.963.274
I182023228,Larceny,28/03/2018 21:50,4.237.515.337,-7.106.409.893
I182023077,Larceny,28/03/2018 07:45,4.236.109.742,-7.106.206.081
I182022963,Auto Theft,28/03/2018 04:23,4.230.847.850,-7.106.363.611
I182022895,Other Burglary,24/03/2018 19:30,4.231.330.008,-7.110.075.998
I182022774,Larceny From Motor Vehicle,25/03/2018 22:30,4.231.693.791,-7.110.687.901
I182022696,Larceny From Motor Vehicle,23/03/2018 08:00,4.227.225.423,-7.117.005.546
I182022567,Larceny,25/03/2018 21:50,4.236.497.550,-7.106.204.400
I182022428,Larceny,26/03/2018 09:29,4.230.573.977,-7.106.762.362
I182022302,Larceny,25/03/2018 18:58,4.234.895.777,-7.108.489.204
I182022184,Larceny,25/03/2018 10:30,4.231.771.534,-7.109.823.049
I182022108,Larceny,24/03/2018 22:07,4.234.243.945,-7.108.445.530
I182022035,Auto Theft,23/03/2018 17:30,4.230.273.607,-7.108.248.544
I182021927,Robbery,24/03/2018 01:00,4.228.623.708,-7.107.768.279
I182021852,Larceny,23/03/2018 08:00,4.234.416.701,-7.110.359.107
I182021756,Larceny From Motor Vehicle,23/03/2018 00:30,4.237.374.231,-7.103.905.688
I182021673,Larceny,21/03/2018 17:00,4.235.602.373,-7.106.177.615
I182021527,Robbery,22/03/2018 17:13,4.231.506.898,-7.109.746.579
I182021403,Larceny,22/03/2018 08:32,4.234.355.868,-7.108.734.146
I182021244,Larceny,20/03/2018 15:00,4.233.840.478,-7.108.201.499
I182021113,Larceny From Motor Vehicle,21/03/2018 04:51,4.235.979.038,-7.107.078.234
I182020961,Larceny From Motor Vehicle,18/03/2018 17:00,4.234.341.962,-7.108.395.600
I182020764,Larceny,19/03/2018 20:34,4.228.187.061,-7.108.751.152
I182020663,Aggravated Assault,19/03/2018 15:08,4.231.753.807,-7.108.800.620
I182020574,Larceny,19/03/2018 10:51,4.233.353.790,-7.103.531.827
I182020423,Robbery,18/03/2018 20:07,4.232.288.805,-7.110.174.617
I182020327,Larceny,18/03/2018 11:39,4.235.602.373,-7.106.177.615
I182020146,Larceny From Motor Vehicle,17/03/2018 17:55,4.234.160.357,-7.109.771.750
I182020041,Larceny,17/03/2018 08:25,4.227.205.742,-7.112.024.554
I182019924,Larceny From Motor Vehicle,16/03/2018 14:45,4.233.748.963,-7.110.880.593
I182019807,Aggravated Assault,15/03/2018 17:00,4.229.255.618,-7.111.974.225
I182019689,Larceny,15/03/2018 21:54,4.234.446.622,-7.114.136.327
I182019545,Larceny,10/03/2018 00:43,4.230.524.412,-7.107.483.800
I182019464,Larceny From Motor Vehicle,14/03/2018 00:00,4.233.152.148,-7.107.085.307
I182019266,Residential Burglary,10/03/2018 12:00,4.229.881.968,-7.106.570.084
I182019148,Aggravated Assault,13/03/2018 21:20,4.235.300.247,-7.104.502.270
I182018907,Larceny,12/03/2018 17:27,4.234.862.382,-7.108.277.637
I182018818,Larceny From Motor Vehicle,08/03/2018 23:20,4.230.942.246,-7.108.530.769
I182018664,Larceny,11/03/2018 22:28,4.234.339.388,-7.109.849.282
I182018555,Larceny,11/03/2018 13:55,4.228.314.714,-7.111.374.152
I182018444,Larceny From Motor Vehicle,10/03/2018 00:01,4.234.888.042,-7.106.149.764
I182018366,Aggravated Assault,10/03/2018 17:28,4.231.514.179,-7.106.704.709
I182018269,Larceny,23/02/2018 00:00,4.229.458.370,-7.106.898.342
I182018164,Aggravated Assault,09/03/2018 21:43,4.234.107.005,-7.108.255.287
I182018063,Larceny,01/03/2018 16:45,4.231.633.754,-7.109.326.915
I182017923,Larceny From Motor Vehicle,01/03/2018 14:00,4.225.633.071,-7.111.783.849
I182017789,Larceny,08/03/2018 16:55,4.231.771.534,-7.109.823.049
I182017636,Larceny,07/03/2018 09:30,4.235.909.289,-7.105.327.197
I182017542,Larceny,07/03/2018 14:52,4.229.104.501,-7.107.694.410
I182017431,Larceny,07/03/2018 08:37,4.228.439.820,-7.106.468.373
I182017256,Larceny,06/03/2018 15:20,4.235.176.179,-7.107.452.168
I182017165,Auto Theft,27/02/2018 14:30,4.235.059.717,-7.107.881.031
I182017046,Larceny,05/03/2018 17:23,4.231.929.343,-7.111.178.236
I182016933,Residential Burglary,05/03/2018 12:10,4.227.072.413,-7.116.191.280
I182016796,Residential Burglary,04/03/2018 22:13,4.234.867.943,-7.106.089.490
I182016681,Larceny,04/03/2018 11:20,4.234.902.699,-7.112.987.800
I182016593,Larceny,03/03/2018 10:53,4.234.857.652,-7.107.772.012
I182016467,Larceny,03/03/2018 14:04,4.234.942.050,-7.108.315.800
I182016377,Aggravated Assault,03/03/2018 03:43,4.234.218.758,-7.108.407.092
I182016198,Larceny,02/03/2018 13:17,4.232.553.801,-7.106.579.592
I182016101,Aggravated Assault,02/03/2018 05:20,4.235.029.374,-7.107.744.671
I182015964,Larceny,01/03/2018 08:00,4.233.412.788,-7.110.613.298
I182015870,Larceny,01/03/2018 10:16,4.233.401.829,-7.107.638.124
I182015706,Larceny,28/02/2018 15:30,4.223.490.232,-7.113.791.008
I182015593,Larceny,24/02/2018 17:56,4.236.045.096,-7.105.644.018
I182015486,Aggravated Assault,27/02/2018 22:07,4.238.166.501,-7.104.030.314
I182015282,Larceny,24/02/2018 17:30,4.229.085.881,-7.104.906.172
I182015160,Larceny,26/02/2018 18:50,4.234.489.594,-7.109.659.186
I182015083,Auto Theft,26/02/2018 13:42,4.235.521.429,-7.106.206.351
I182014979,Larceny,28/01/2018 00:00,4.233.058.014,-7.106.248.386
I182014858,Aggravated Assault,25/02/2018 21:05,4.238.279.978,-7.101.977.077
I182014758,Larceny From Motor Vehicle,24/02/2018 20:00,4.234.749.700,-7.110.176.300
I182014690,Larceny,25/02/2018 01:30,4.235.370.585,-7.105.898.587
I182014562,Larceny,24/02/2018 12:00,4.236.179.428,-7.105.711.270
I182014424,Larceny,23/02/2018 14:00,4.235.358.129,-7.106.236.665
I182014311,Larceny From Motor Vehicle,16/02/2018 23:30,4.235.370.585,-7.105.898.587
I182014217,Larceny,20/02/2018 18:00,4.234.134.946,-7.115.122.795
I182014102,Larceny,22/02/2018 18:11,4.235.591.935,-7.106.000.539
I182013992,Aggravated Assault,22/02/2018 10:44,4.225.621.592,-7.112.401.947
I182013884,Larceny,21/02/2018 18:18,4.235.554.806,-7.106.073.140
I182013807,Larceny,20/02/2018 18:03,4.235.955.833,-7.114.956.408
I182013722,Larceny,21/02/2018 07:54,4.234.942.864,-7.106.536.641
I182013581,Larceny From Motor Vehicle,21/02/2018 01:08,4.228.988.441,-7.113.757.868
I182013461,Larceny,20/02/2018 15:46,4.232.118.290,-7.110.682.780
I182013363,Robbery,20/02/2018 11:08,4.228.665.632,-7.113.128.576
I182013254,Residential Burglary,19/02/2018 20:13,4.236.543.830,-7.103.184.193
I182013179,Robbery,19/02/2018 16:24,4.232.859.700,-7.108.274.741
I182013127,Larceny,17/02/2018 13:00,4.235.913.227,-7.107.074.326
I182012964,Larceny,18/02/2018 15:51,4.234.862.382,-7.108.277.637
I182012865,Aggravated Assault,18/02/2018 03:12,4.235.266.601,-7.112.974.348
I182012735,Larceny From Motor Vehicle,16/02/2018 23:00,4.229.124.728,-7.115.399.219
I182012649,Aggravated Assault,17/02/2018 09:38,4.233.014.012,-7.105.695.787
I182012556,Larceny,12/02/2018 13:49,4.234.446.622,-7.114.136.327
I182012480,Larceny,16/02/2018 16:49,4.234.060.608,-7.105.362.687
I182012323,Robbery,15/02/2018 23:24,4.230.775.024,-7.108.273.084
I182012171,Larceny,15/02/2018 15:02,4.232.809.966,-7.106.321.676
I182012039,Larceny From Motor Vehicle,14/02/2018 19:00,4.226.148.088,-7.111.827.815
I182011954,Residential Burglary,14/02/2018 11:00,4.235.316.369,-7.112.820.416
I182011862,Larceny,13/02/2018 19:20,4.234.862.382,-7.108.277.637
I182011778,Aggravated Assault,13/02/2018 13:00,4.230.649.283,-7.108.180.677
I182011658,Larceny,13/02/2018 17:17,4.235.095.909,-7.107.412.780
I182011555,Robbery,04/02/2018 21:15,4.235.540.738,-7.106.312.433
I182011422,Aggravated Assault,12/02/2018 19:09,4.230.313.990,-7.111.735.145
I182011276,Residential Burglary,11/02/2018 18:00,4.234.355.868,-7.108.734.146
I182011110,Auto Theft,11/02/2018 10:30,4.226.994.732,-7.109.380.308
I182011031,Residential Burglary,11/02/2018 03:41,4.233.322.007,-7.110.943.943
I182010938,Larceny,10/02/2018 19:19,4.229.623.685,-7.104.853.645
I182010783,Aggravated Assault,10/02/2018 07:30,4.231.736.234,-7.107.724.596
I182010663,Larceny From Motor Vehicle,08/02/2018 21:00,4.236.445.569,-7.106.845.778
I182010551,Larceny,29/01/2018 18:00,4.234.665.908,-7.107.997.968
I182010450,Auto Theft,08/02/2018 21:51,4.231.200.743,-7.106.650.940
I182010353,Auto Theft,08/02/2018 13:30,4.237.474.921,-7.105.270.605
I182010233,Larceny From Motor Vehicle,07/02/2018 19:30,4.235.321.122,-7.114.841.124
I182010120,Larceny,07/02/2018 18:17,4.228.512.354,-7.104.405.667
I182009985,Larceny,05/02/2018 12:56,4.232.624.204,-7.110.317.575
I182009875,Larceny,06/02/2018 17:30,4.238.306.367,-7.101.601.620
I182009752,Aggravated Assault,06/02/2018 13:11,4.229.352.763,-7.109.037.783
I182009662,Aggravated Assault,04/02/2018 23:59,4.227.651.058,-7.113.417.555
I182009551,Residential Burglary,04/02/2018 21:00,4.232.146.220,-7.107.803.670
I182009448,Residential Burglary,05/02/2018 12:10,4.229.451.627,-7.105.875.403
I182009328,Aggravated Assault,04/02/2018 22:40,4.237.693.992,-7.105.524.264
I182009211,Larceny,04/02/2018 13:36,4.226.623.736,-7.116.843.346
I182009084,Aggravated Assault,03/02/2018 22:36,4.229.202.737,-7.106.796.635
I182008971,Larceny,20/01/2018 18:00,4.225.407.650,-7.114.299.321
I182008832,Residential Burglary,02/02/2018 20:49,4.227.132.363,-7.108.183.509
I182008627,Robbery,02/02/2018 07:49,4.228.536.992,-7.117.244.016
I182008557,Residential Burglary,01/02/2018 21:03,4.235.361.371,-7.112.967.302
I182008449,Residential Burglary,01/02/2018 13:56,4.228.411.373,-7.107.938.717
I182008271,Larceny,31/01/2018 17:25,4.235.095.909,-7.107.412.780
I182008109,Larceny From Motor Vehicle,30/01/2018 17:30,4.230.486.055,-7.108.154.307
I182007999,Larceny,30/01/2018 17:51,4.234.862.382,-7.108.277.637
I182007913,Aggravated Assault,30/01/2018 13:16,4.228.526.024,-7.106.444.063
I182007746,Aggravated Assault,29/01/2018 20:00,4.237.912.706,-7.106.122.663
I182007649,Residential Burglary,29/01/2018 14:50,4.231.348.708,-7.108.460.242
I182007561,Commercial Burglary,28/01/2018 15:00,4.233.800.322,-7.102.723.556
I182007461,Larceny,28/01/2018 20:33,4.235.602.373,-7.106.177.615
I182007410,Larceny,28/01/2018 15:00,4.234.091.586,-7.108.771.531
I182007296,Larceny,19/01/2018 08:00,4.234.921.756,-7.109.099.585
I182007286,Auto Theft,28/01/2018 07:46,4.231.408.477,-7.109.624.126
I182007177,Larceny,27/01/2018 18:19,4.234.442.266,-7.109.833.083
I182007084,Aggravated Assault,27/01/2018 13:01,4.228.009.279,-7.108.005.410
I182007009,Commercial Burglary,27/01/2018 03:40,4.230.203.902,-7.106.009.072
I182006851,Larceny,26/01/2018 15:18,4.233.857.000,-7.110.670.681
I182006730,Aggravated Assault,26/01/2018 07:48,4.234.373.406,-7.107.419.160
I182006623,Larceny,25/01/2018 17:51,4.231.191.960,-7.106.913.007
I182006548,Larceny From Motor Vehicle,24/01/2018 17:00,4.230.970.016,-7.108.582.414
I182006429,Larceny From Motor Vehicle,24/01/2018 02:00,4.230.492.239,-7.110.298.073
I182006353,Residential Burglary,24/01/2018 17:35,4.233.134.833,-7.110.322.483
I182006291,Larceny,24/01/2018 09:30,4.234.522.836,-7.108.537.838
I182006186,Larceny,19/01/2018 17:00,4.235.825.495,-7.106.173.472
I182006100,Larceny,23/01/2018 12:45,4.233.744.152,-7.110.428.096
I182006010,Larceny,23/01/2018 15:38,4.231.521.134,-7.108.783.592
I182005890,Aggravated Assault,23/01/2018 07:10,4.233.375.961,-7.109.574.009
I182005780,Larceny,22/01/2018 17:40,4.235.783.831,-7.105.795.495
I182005718,Larceny From Motor Vehicle,08/01/2018 11:00,4.230.150.136,-7.105.980.509
I182005618,Larceny From Motor Vehicle,20/01/2018 20:00,4.230.664.081,-7.108.584.976
I182005509,Larceny,21/01/2018 17:35,4.233.693.507,-7.106.867.002
I182005412,Larceny,21/01/2018 08:04,4.236.303.798,-7.105.524.751
I182005311,Aggravated Assault,20/01/2018 19:18,4.229.908.734,-7.108.652.243
I182005189,Aggravated Assault,20/01/2018 11:09,4.228.876.736,-7.107.289.694
I182005058,Larceny,19/01/2018 17:11,4.234.862.382,-7.108.277.637
I182004993,Robbery,19/01/2018 14:37,4.229.147.188,-7.106.270.799
I182004888,Larceny From Motor Vehicle,18/01/2018 08:45,4.237.782.671,-7.106.950.080
I182004802,Aggravated Assault,18/01/2018 19:06,4.229.098.335,-7.108.912.013
I182004716,Larceny,17/01/2018 10:00,4.237.836.482,-7.103.473.583
I182004616,Larceny From Motor Vehicle,17/01/2018 16:00,4.235.091.932,-7.105.854.263
I182004514,Larceny,17/01/2018 16:25,4.237.620.267,-7.103.979.926
I182004411,Larceny,10/01/2018 16:15,4.235.176.179,-7.107.452.168
I182004340,Robbery,17/01/2018 00:23,4.235.521.625,-7.106.012.863
I182004244,Larceny,13/01/2018 10:30,4.233.561.661,-7.103.641.895
I182004135,Larceny,16/01/2018 12:07,4.232.872.589,-7.108.382.217
I182004028,Aggravated Assault,15/01/2018 21:18,4.233.122.453,-7.109.907.131
I182003920,Larceny,15/01/2018 14:00,4.235.073.963,-7.113.047.909
I182003854,Larceny From Motor Vehicle,15/01/2018 09:02,4.228.701.738,-7.107.706.453
I182003720,Larceny,14/01/2018 01:30,4.234.535.675,-7.108.909.650
I182003646,Larceny,14/01/2018 13:09,4.228.512.354,-7.104.405.667
I182003557,Larceny From Motor Vehicle,14/01/2018 02:46,4.234.345.486,-7.107.091.946
I182003461,Larceny,12/01/2018 23:30,4.235.952.721,-7.105.358.839
I182003407,Larceny From Motor Vehicle,13/01/2018 14:07,4.233.248.496,-7.104.981.163
I182003243,Larceny,12/01/2018 22:22,4.234.322.816,-7.106.343.087
I182003148,Larceny From Motor Vehicle,08/01/2018 00:00,4.236.386.192,-7.105.495.132
I182002973,Larceny,12/01/2018 07:48,4.234.507.026,-7.108.960.466
I182002839,Larceny,11/01/2018 16:28,4.235.521.625,-7.106.012.863
I182002768,Larceny,11/01/2018 10:11,4.227.892.368,-7.108.026.116
I182002647,Larceny From Motor Vehicle,10/01/2018 23:14,4.231.790.476,-7.106.706.881
I182002460,Robbery,10/01/2018 13:10,4.229.257.648,-7.107.179.406
I182002300,Robbery,09/01/2018 23:04,4.228.787.216,-7.105.506.324
I182002159,Larceny From Motor Vehicle,08/01/2018 06:30,4.228.647.169,-7.112.419.976
I182002043,Larceny,09/01/2018 09:11,4.234.901.954,-7.108.130.134
I182001904,Aggravated Assault,08/01/2018 17:50,4.231.441.222,-7.108.530.390
I182001799,Larceny From Motor Vehicle,07/01/2018 22:00,4.235.256.908,-7.107.978.844
I182001683,Robbery,07/01/2018 19:50,4.230.433.950,-7.108.477.887
I182001522,Residential Burglary,07/01/2018 03:59,4.237.915.428,-7.106.022.431
I182001425,Robbery,06/01/2018 17:21,4.233.152.148,-7.107.085.307
