incident_number,offense_code_group,occurred_on_date,lat,long
I182060335,Larceny,30/07/2018 23:00,4.231.521.134,-7.108.783.592
I182060297,Aggravated Assault,30/07/2018 20:40,4.227.087.411,-7.112.139.326
I182060260,Larceny,30/07/2018 18:32,4.233.040.276,-7.105.526.600
I182060230,Larceny From Motor Vehicle,30/07/2018 17:37,4.233.722.764,-7.107.821.604
I182060189,Aggravated Assault,30/07/2018 15:49,4.233.428.841,-7.107.239.518
I182060155,Larceny,30/07/2018 14:33,4.234.932.234,-7.107.210.216
I182060137,Larceny,17/06/2018 08:00,4.233.954.199,-7.106.940.877
I182060088,Residential Burglary,30/07/2018 11:05,4.229.321.264,-7.111.755.983
I182060031,Larceny From Motor Vehicle,29/07/2018 21:30,4.232.231.617,-7.105.873.107
I182060001,Aggravated Assault,30/07/2018 00:10,4.230.344.000,-7.108.506.600
I182059952,Larceny,26/07/2018 09:00,4.230.455.732,-7.107.950.549
I182059931,Larceny,29/07/2018 19:08,4.236.020.464,-7.105.620.816
I182059901,Larceny From Motor Vehicle,29/07/2018 16:59,4.228.718.205,-7.108.840.386
I182059874,Larceny,29/07/2018 14:38,4.228.187.061,-7.108.751.152
I182059833,Larceny,25/07/2018 17:30,4.229.422.786,-7.113.609.871
I182059784,Auto Theft,29/07/2018 06:40,4.229.604.546,-7.105.635.478
I182059727,Aggravated Assault,28/07/2018 23:31,4.235.997.967,-7.105.474.135
I182059677,Larceny From Motor Vehicle,27/07/2018 20:30,4.235.979.038,-7.107.078.234
I182059632,Larceny,28/07/2018 11:49,4.230.889.840,-7.108.305.190
I182059600,Larceny,28/07/2018 14:58,4.233.330.171,-7.108.181.675
I182059563,Larceny,08/07/2018 15:00,4.231.359.091,-7.105.432.387
I182059528,Auto Theft,28/07/2018 11:22,4.236.684.265,-7.103.134.890
I182059488,Auto Theft,28/07/2018 05:30,4.228.245.620,-7.108.583.690
I182059424,Larceny,27/07/2018 22:11,4.225.621.592,-7.112.401.947
I182059377,Larceny,27/07/2018 17:35,4.237.840.325,-7.105.729.035
I182059351,Residential Burglary,27/07/2018 13:00,4.231.202.047,-7.108.851.632
I182059307,Larceny,27/07/2018 12:27,4.235.680.075,-7.105.893.025
I182059277,Larceny,27/07/2018 13:41,4.234.999.733,-7.108.103.440
I182059246,Larceny,27/07/2018 10:30,4.233.671.130,-7.107.102.057
I182059209,Larceny From Motor Vehicle,27/07/2018 09:20,4.236.535.919,-7.105.837.488
I182059157,Aggravated Assault,27/07/2018 01:55,4.235.942.556,-7.105.288.819
I182059104,Aggravated Assault,26/07/2018 20:17,4.236.219.081,-7.106.223.802
I182059082,Larceny,26/07/2018 14:00,4.234.980.175,-7.107.840.978
I182059060,Larceny,26/07/2018 18:00,4.235.426.247,-7.105.883.334
I182058991,Larceny From Motor Vehicle,26/07/2018 13:56,4.231.136.702,-7.109.328.119
I182058946,Aggravated Assault,26/07/2018 12:10,4.237.863.317,-7.106.157.538
I182058913,Larceny,19/07/2018 18:00,4.236.033.276,-7.105.217.290
I182058857,Commercial Burglary,26/07/2018 03:09,4.235.118.005,-7.107.666.607
I182058817,Robbery,25/07/2018 20:26,4.237.863.715,-7.105.336.400
I182058801,Larceny,25/07/2018 20:57,4.233.380.683,-7.110.377.843
I182058736,Larceny,08/07/2018 12:00,4.236.122.324,-7.106.593.235
I182058680,Larceny,25/07/2018 14:53,4.231.644.092,-7.107.085.591
I182058638,Larceny,19/07/2018 05:30,4.234.577.820,-7.108.429.595
I182058621,Larceny,24/07/2018 16:00,4.235.602.373,-7.106.177.615
I182058585,Larceny From Motor Vehicle,25/07/2018 07:00,4.230.888.817,-7.111.553.037
I182058530,Larceny,25/07/2018 00:54,4.235.311.007,-7.106.432.264
I182058484,Larceny From Motor Vehicle,24/07/2018 18:28,4.231.297.722,-7.107.499.278
I182058427,Larceny,24/07/2018 02:25,4.234.218.758,-7.108.407.092
I182058383,Larceny From Motor Vehicle,14/07/2018 11:00,4.233.123.776,-7.109.140.736
I182058328,Larceny,24/07/2018 13:15,4.235.645.514,-7.106.956.975
I182058279,Aggravated Assault,24/07/2018 09:00,4.234.877.401,-7.106.662.866
I182058252,Robbery,24/07/2018 09:00,4.231.113.699,-7.108.227.667
I182058236,Larceny From Motor Vehicle,24/07/2018 06:33,4.229.505.434,-7.108.904.077
I182058179,Aggravated Assault,23/07/2018 21:41,4.234.309.082,-7.108.540.752
I182058142,Larceny,23/07/2018 20:11,4.232.281.352,-7.108.685.352
I182058105,Auto Theft,23/07/2018 18:30,4.233.954.199,-7.106.940.877
I182058084,Larceny,23/07/2018 16:08,4.230.938.437,-7.108.262.277
I182058047,Aggravated Assault,15/07/2018 17:00,4.232.297.067,-7.108.233.075
I182058028,Larceny From Motor Vehicle,23/07/2018 15:02,4.228.469.164,-7.109.621.548
I182057985,Robbery,23/07/2018 12:15,4.235.658.500,-7.106.189.505
I182057949,Larceny,22/07/2018 20:00,4.232.198.656,-7.106.280.666
I182057920,Larceny From Motor Vehicle,22/07/2018 19:20,4.234.174.227,-7.107.011.004
I182057862,Auto Theft,22/07/2018 22:53,4.234.221.544,-7.108.577.075
I182057814,Residential Burglary,22/07/2018 19:07,4.233.907.386,-7.105.219.568
I182057795,Larceny From Motor Vehicle,22/07/2018 18:21,4.237.620.267,-7.103.979.926
I182057733,Larceny From Motor Vehicle,22/07/2018 14:06,4.234.243.945,-7.108.445.530
I182057712,Larceny,20/07/2018 17:30,4.235.997.967,-7.105.474.135
I182057653,Aggravated Assault,22/07/2018 02:28,4.226.817.397,-7.109.387.677
I182057596,Larceny,21/07/2018 22:15,4.228.034.655,-7.115.823.035
I182057543,Auto Theft,21/07/2018 15:00,4.233.427.754,-7.110.295.211
I182057519,Aggravated Assault,21/07/2018 16:19,4.228.152.196,-7.109.008.408
I182057487,Larceny,21/07/2018 13:43,4.234.442.266,-7.109.833.083
I182057453,Residential Burglary,21/07/2018 08:00,4.231.069.804,-7.107.119.068
I182057415,Commercial Burglary,20/07/2018 18:01,4.229.461.061,-7.116.029.622
I182057353,Residential Burglary,20/07/2018 23:20,4.231.466.062,-7.107.623.072
I182057323,Aggravated Assault,20/07/2018 22:57,4.228.187.558,-7.108.550.538
I182057294,Aggravated Assault,20/07/2018 18:19,4.235.062.199,-7.106.151.653
I182057253,Larceny,20/07/2018 18:12,4.235.442.620,-7.114.834.429
I182057224,Larceny,09/07/2018 12:00,4.233.845.028,-7.107.210.292
I182057206,Larceny From Motor Vehicle,13/07/2018 16:00,4.229.066.920,-7.115.826.862
I182057171,Larceny,13/07/2018 15:30,4.231.457.253,-7.106.134.854
I182057140,Larceny,02/06/2018 00:00,4.227.295.830,-7.114.773.679
I182057093,Larceny From Motor Vehicle,20/07/2018 04:00,4.233.602.920,-7.107.517.847
I182057078,Larceny,20/07/2018 08:20,4.226.813.060,-7.114.965.367
I182057023,Larceny From Motor Vehicle,20/07/2018 00:40,4.231.748.189,-7.106.450.704
I182056990,Residential Burglary,16/07/2018 22:18,4.233.914.604,-7.115.442.808
I182056962,Robbery,19/07/2018 20:21,4.232.561.013,-7.110.449.956
I182056933,Larceny,19/07/2018 18:22,4.226.194.848,-7.110.971.613
I182056898,Larceny,19/07/2018 16:35,4.226.194.848,-7.110.971.613
I182056878,Larceny,19/07/2018 13:00,4.235.095.909,-7.107.412.780
I182056846,Larceny,19/07/2018 13:36,4.227.357.721,-7.106.770.430
I182056793,Larceny From Motor Vehicle,17/07/2018 18:00,4.229.238.728,-7.105.483.097
I182056738,Commercial Burglary,19/07/2018 06:52,4.231.281.398,-7.105.849.562
I182056706,Residential Burglary,18/07/2018 19:15,4.235.816.431,-7.106.740.395
I182056668,Larceny From Motor Vehicle,18/07/2018 21:05,4.232.696.647,-7.106.198.607
I182056615,Larceny,18/07/2018 15:55,4.237.499.333,-7.103.982.596
I182056535,Aggravated Assault,18/07/2018 13:45,4.224.801.184,-7.112.255.595
I182056465,Larceny,18/07/2018 09:15,4.231.771.534,-7.109.823.049
I182056427,Larceny,15/07/2018 19:00,4.229.274.510,-7.111.416.295
I182056393,Larceny,17/07/2018 22:23,4.231.615.184,-7.109.795.135
I182056344,Auto Theft,17/07/2018 11:00,4.232.492.328,-7.108.069.053
I182056323,Residential Burglary,17/07/2018 10:00,4.237.695.059,-7.103.646.476
I182056276,Larceny,09/07/2018 20:00,4.233.819.349,-7.115.278.774
I182056254,Larceny,17/07/2018 11:30,4.231.168.453,-7.105.750.327
I182056178,Larceny,07/07/2018 08:00,4.228.671.034,-7.110.822.888
I182056163,Larceny From Motor Vehicle,16/07/2018 17:00,4.231.431.673,-7.105.624.422
I182056132,Robbery,17/07/2018 01:46,4.238.969.786,-7.100.957.095
I182056073,Larceny,05/07/2018 00:00,4.234.701.666,-7.106.886.238
I182056033,Larceny,16/07/2018 14:57,4.229.131.613,-7.107.170.293
I182055985,Larceny,14/07/2018 17:00,4.232.537.833,-7.110.765.077
I182055945,Larceny From Motor Vehicle,01/07/2018 19:13,4.238.685.489,-7.100.738.288
I182055913,Larceny From Motor Vehicle,15/07/2018 21:00,4.227.810.693,-7.111.636.523
I182055875,Larceny From Motor Vehicle,15/07/2018 21:00,4.234.165.070,-7.108.678.957
I182055851,Commercial Burglary,16/07/2018 04:51,4.234.840.576,-7.108.688.339
I182055800,Larceny,15/06/2018 09:00,4.235.393.493,-7.113.652.595
I182055762,Larceny,15/07/2018 18:26,4.235.176.179,-7.107.452.168
I182055711,Larceny,15/07/2018 14:08,4.235.512.339,-7.106.087.980
I182055668,Larceny,14/07/2018 18:00,4.236.416.781,-7.105.407.041
I182055635,Larceny,15/07/2018 09:21,4.234.840.576,-7.108.688.339
I182055605,Residential Burglary,15/07/2018 02:05,4.236.508.091,-7.103.326.690
I182055551,Larceny,14/07/2018 20:00,4.235.942.556,-7.105.288.819
I182055510,Larceny,14/07/2018 15:14,4.234.493.428,-7.106.366.374
I182055484,Larceny From Motor Vehicle,14/07/2018 15:30,4.234.109.491,-7.106.742.358
I182055450,Auto Theft,12/07/2018 22:00,4.236.531.759,-7.105.707.791
I182055414,Larceny,14/07/2018 12:31,4.234.890.734,-7.107.189.330
I182055351,Aggravated Assault,14/07/2018 02:42,4.233.930.416,-7.105.160.423
I182055317,Aggravated Assault,14/07/2018 00:25,4.236.156.104,-7.105.758.234
I182055273,Larceny,13/07/2018 19:52,4.233.981.270,-7.107.065.622
I182055230,Aggravated Assault,13/07/2018 18:00,4.234.862.382,-7.108.277.637
I182055185,Residential Burglary,13/07/2018 14:45,4.231.049.858,-7.105.675.537
I182055134,Residential Burglary,13/07/2018 12:36,4.233.044.247,-7.104.678.531
I182055067,Larceny From Motor Vehicle,13/07/2018 07:17,4.231.136.702,-7.109.328.119
I182055049,Larceny From Motor Vehicle,13/07/2018 03:51,4.228.312.575,-7.108.651.181
I182055008,Larceny,09/07/2018 07:00,4.236.187.289,-7.113.543.650
I182054955,Aggravated Assault,12/07/2018 18:45,4.230.609.356,-7.106.718.570
I182054905,Larceny,12/07/2018 15:59,4.234.241.899,-7.109.678.306
I182054842,Larceny,12/07/2018 12:05,4.234.749.899,-7.107.925.506
I182054799,Residential Burglary,12/07/2018 10:48,4.228.864.774,-7.105.397.944
I182054777,Residential Burglary,12/07/2018 09:56,4.236.711.323,-7.103.381.407
I182054707,Aggravated Assault,11/07/2018 22:57,4.226.726.416,-7.109.461.109
I182054660,Larceny From Motor Vehicle,10/07/2018 16:00,4.229.217.495,-7.105.735.361
I182054603,Larceny,11/07/2018 16:52,4.235.512.339,-7.106.087.980
I182054562,Larceny,11/07/2018 13:43,4.227.325.731,-7.109.920.340
I182054510,Residential Burglary,11/07/2018 12:27,4.225.326.734,-7.112.385.963
I182054446,Larceny From Motor Vehicle,10/07/2018 19:30,4.233.011.110,-7.105.611.033
I182054412,Residential Burglary,10/07/2018 15:00,4.226.317.267,-7.115.215.586
I182054394,Larceny,10/07/2018 22:20,4.237.421.104,-7.103.918.485
I182054364,Larceny,10/07/2018 18:50,4.228.273.545,-7.105.496.519
I182054338,Larceny,10/07/2018 18:48,4.232.696.647,-7.106.198.607
I182054251,Larceny,10/07/2018 13:18,4.234.862.382,-7.108.277.637
I182054208,Larceny From Motor Vehicle,10/07/2018 08:30,4.232.809.966,-7.106.321.676
I182054168,Larceny,02/07/2018 10:00,4.226.021.476,-7.115.122.006
I182054077,Larceny,09/07/2018 21:44,4.235.043.273,-7.112.710.480
I182054009,Larceny,09/07/2018 18:51,4.232.198.656,-7.106.280.666
I182053936,Residential Burglary,09/07/2018 14:52,4.232.560.048,-7.105.761.264
I182053903,Larceny,08/07/2018 14:30,4.235.143.483,-7.106.969.334
I182053850,Larceny,09/07/2018 11:23,4.231.322.413,-7.105.715.277
I182053807,Aggravated Assault,08/07/2018 16:55,4.234.819.899,-7.113.941.863
I182053784,Larceny From Motor Vehicle,09/07/2018 01:36,4.231.201.451,-7.105.632.278
I182053724,Larceny,08/07/2018 18:44,4.234.442.266,-7.109.833.083
I182053705,Larceny,08/07/2018 18:42,4.226.913.010,-7.112.885.043
I182053676,Larceny,08/07/2018 14:00,4.225.719.149,-7.112.001.776
I182053628,Auto Theft,07/07/2018 17:00,4.231.242.132,-7.109.154.902
I182053602,Larceny From Motor Vehicle,07/07/2018 08:00,4.231.959.886,-7.106.047.660
I182053575,Aggravated Assault,08/07/2018 04:50,4.235.934.139,-7.105.333.104
I182053529,Robbery,07/07/2018 23:02,4.226.788.791,-7.110.067.012
I182053482,Aggravated Assault,07/07/2018 15:45,4.236.038.173,-7.106.285.769
I182053441,Aggravated Assault,07/07/2018 13:30,4.228.593.201,-7.112.933.705
I182053404,Larceny,07/07/2018 11:58,4.231.924.008,-7.108.479.753
I182053370,Larceny,07/07/2018 12:21,4.235.997.967,-7.105.474.135
I182053343,Larceny,07/07/2018 08:59,4.231.348.241,-7.110.726.366
I182053299,Residential Burglary,06/07/2018 00:00,4.234.344.338,-7.107.214.123
I182053249,Aggravated Assault,06/07/2018 19:32,4.235.207.238,-7.105.975.342
I182053218,Larceny,06/07/2018 19:11,4.235.176.179,-7.107.452.168
I182053172,Larceny,03/07/2018 01:09,4.235.289.584,-7.114.716.061
I182053130,Larceny From Motor Vehicle,05/07/2018 03:00,4.233.765.769,-7.103.997.278
I182053082,Aggravated Assault,06/07/2018 12:18,4.232.483.301,-7.110.164.757
I182053016,Larceny,26/04/2018 08:32,4.231.043.400,-7.106.134.010
I182052984,Aggravated Assault,05/07/2018 23:00,4.236.183.857,-7.105.976.489
I182052888,Larceny,05/07/2018 12:00,4.234.762.277,-7.107.606.735
I182052840,Larceny,05/07/2018 15:54,4.233.816.387,-7.107.461.217
I182052778,Robbery,05/07/2018 12:32,4.234.877.575,-7.109.606.805
I182052739,Larceny From Motor Vehicle,05/07/2018 06:30,4.237.004.744,-7.103.610.951
I182052685,Larceny From Motor Vehicle,03/07/2018 17:00,4.236.183.857,-7.105.976.489
I182052653,Robbery,05/07/2018 02:42,4.238.783.615,-7.101.203.798
I182052611,Aggravated Assault,04/07/2018 21:42,4.227.732.507,-7.109.483.139
I182052566,Aggravated Assault,04/07/2018 19:40,4.232.925.905,-7.108.482.402
I182052508,Larceny,03/07/2018 13:13,4.228.863.812,-7.106.631.579
I182052475,Auto Theft,04/07/2018 12:00,4.227.802.074,-7.108.403.295
I182052422,Larceny From Motor Vehicle,04/07/2018 09:24,4.234.146.610,-7.109.082.781
I182052372,Aggravated Assault,04/07/2018 00:16,4.231.368.925,-7.107.427.080
I182052340,Larceny,03/07/2018 20:57,4.236.240.281,-7.106.954.652
I182052298,Larceny,03/07/2018 18:10,4.226.194.848,-7.110.971.613
I182052222,Larceny,02/07/2018 12:30,4.234.389.981,-7.109.486.424
I182052197,Larceny From Motor Vehicle,03/07/2018 01:30,4.237.592.657,-7.103.222.458
I182052104,Aggravated Assault,03/07/2018 04:21,4.232.130.010,-7.108.567.786
I182052043,Larceny From Motor Vehicle,02/07/2018 20:00,4.236.451.330,-7.106.289.532
I182051997,Larceny,02/07/2018 17:54,4.235.231.190,-7.106.370.510
I182051905,Larceny,27/06/2018 13:55,4.233.861.405,-7.107.610.072
I182051865,Auto Theft,02/07/2018 10:00,4.235.554.806,-7.106.073.140
I182051814,Commercial Burglary,29/06/2018 04:00,4.232.639.844,-7.111.152.626
I182051778,Larceny From Motor Vehicle,02/07/2018 01:21,4.235.979.038,-7.107.078.234
I182051717,Larceny From Motor Vehicle,01/07/2018 17:00,4.232.324.394,-7.107.642.483
I182051674,Larceny,01/07/2018 15:45,4.235.176.179,-7.107.452.168
I182051615,Larceny,01/07/2018 10:49,4.233.079.359,-7.105.030.994
I182051565,Larceny,01/07/2018 09:22,4.229.131.613,-7.107.170.293
I182051484,Larceny From Motor Vehicle,01/07/2018 00:18,4.234.993.026,-7.109.407.011
I182051444,Larceny From Motor Vehicle,30/06/2018 21:24,4.234.750.972,-7.109.011.373
I182051409,Auto Theft,30/06/2018 17:54,4.237.766.000,-7.103.560.198
I182051386,Larceny,30/06/2018 15:29,4.225.545.720,-7.112.078.435
I182051349,Robbery,30/06/2018 12:50,4.235.988.372,-7.106.016.189
I182051299,Larceny,30/06/2018 09:50,4.234.241.899,-7.109.678.306
I182051258,Robbery,30/06/2018 02:15,4.235.902.548,-7.105.567.996
I182051216,Larceny,30/06/2018 01:30,4.229.767.279,-7.104.941.018
I182051194,Larceny From Motor Vehicle,30/06/2018 00:00,4.229.091.867,-7.108.767.813
I182051132,Larceny From Motor Vehicle,29/06/2018 14:00,4.230.919.422,-7.108.488.946
I182051072,Larceny,29/06/2018 14:58,4.227.531.312,-7.111.587.798
I182051033,Larceny,25/06/2018 11:00,4.236.233.440,-7.113.838.138
I182051004,Larceny,29/06/2018 09:35,4.232.206.077,-7.105.680.459
I182050976,Auto Theft,28/06/2018 02:00,4.232.809.210,-7.105.231.757
I182050924,Commercial Burglary,29/06/2018 00:31,4.226.909.851,-7.109.361.458
I182050872,Residential Burglary,28/06/2018 21:22,4.230.833.371,-7.107.599.128
I182050806,Larceny From Motor Vehicle,28/06/2018 05:00,4.231.650.496,-7.105.803.929
I182050757,Larceny,26/06/2018 19:00,4.233.428.841,-7.107.239.518
I182050725,Larceny,28/06/2018 11:40,4.231.860.134,-7.108.405.792
I182050675,Larceny From Motor Vehicle,27/06/2018 23:00,4.230.161.831,-7.105.819.309
I182050629,Commercial Burglary,27/06/2018 15:00,4.230.581.531,-7.110.962.700
I182050584,Larceny,24/06/2018 16:00,4.234.416.701,-7.110.359.107
I182050562,Auto Theft,27/06/2018 00:00,4.228.968.383,-7.112.256.982
I182050514,Larceny,27/06/2018 18:34,4.234.797.240,-7.107.849.582
I182050483,Larceny,27/06/2018 18:15,4.236.917.081,-7.103.970.662
I182050435,Auto Theft,24/06/2018 22:00,4.235.256.908,-7.107.978.844
I182050367,Larceny,27/06/2018 12:50,4.235.658.500,-7.106.189.505
I182050332,Larceny From Motor Vehicle,20/06/2018 21:00,4.233.663.269,-7.107.484.725
I182050298,Larceny From Motor Vehicle,26/06/2018 21:30,4.231.730.290,-7.105.793.388
I182050246,Larceny,27/06/2018 02:43,4.235.266.601,-7.112.974.348
I182050191,Larceny,26/06/2018 21:19,4.233.550.576,-7.104.291.647
I182050142,Larceny,26/06/2018 16:29,4.230.131.086,-7.108.443.841
I182050114,Larceny,26/06/2018 15:13,4.235.997.967,-7.105.474.135
I182050081,Auto Theft,26/06/2018 14:15,4.230.385.443,-7.106.087.585
I182050057,Larceny,26/06/2018 13:03,4.235.456.406,-7.106.147.418
I182050032,Commercial Burglary,23/06/2018 18:50,4.236.386.192,-7.105.495.132
I182049986,Larceny,25/06/2018 22:20,4.235.037.870,-7.107.626.098
I182049954,Larceny,22/06/2018 17:00,4.234.518.280,-7.110.066.932
I182049918,Residential Burglary,26/06/2018 02:56,4.232.760.082,-7.110.878.874
I182049842,Residential Burglary,25/06/2018 20:26,4.231.332.153,-7.107.591.511
I182049802,Larceny,25/06/2018 17:50,4.235.997.967,-7.105.474.135
I182049761,Residential Burglary,25/06/2018 11:55,4.227.442.169,-7.107.888.867
I182049718,Larceny,23/06/2018 14:52,4.232.935.767,-7.107.974.589
I182049671,Aggravated Assault,25/06/2018 12:42,4.230.660.388,-7.108.055.038
I182049607,Larceny From Motor Vehicle,25/06/2018 06:30,4.234.895.777,-7.108.489.204
I182049523,Aggravated Assault,24/06/2018 06:27,4.230.767.844,-7.108.050.401
I182049456,Larceny From Motor Vehicle,24/06/2018 01:00,4.233.178.186,-7.109.718.868
I182049425,Larceny From Motor Vehicle,24/06/2018 16:29,4.227.510.049,-7.112.178.148
I182049388,Residential Burglary,24/06/2018 08:30,4.235.042.708,-7.113.496.065
I182049356,Larceny,20/06/2018 18:30,4.235.892.253,-7.105.635.419
I182049313,Auto Theft,24/06/2018 09:07,4.233.982.506,-7.107.215.896
I182049236,Larceny,23/06/2018 18:45,4.233.721.215,-7.107.597.603
I182049160,Auto Theft,16/06/2018 08:00,4.234.875.218,-7.108.564.343
I182049139,Aggravated Assault,23/06/2018 03:00,4.235.138.139,-7.106.704.384
I182049096,Larceny,23/06/2018 11:27,4.234.749.899,-7.107.925.506
I182049064,Aggravated Assault,23/06/2018 10:28,4.236.156.104,-7.105.758.234
I182049030,Larceny From Motor Vehicle,22/06/2018 00:00,4.232.955.246,-7.111.112.429
I182048986,Aggravated Assault,23/06/2018 01:30,4.229.197.155,-7.107.174.552
I182048952,Aggravated Assault,22/06/2018 22:00,4.231.624.019,-7.111.267.011
I182048914,Larceny,22/06/2018 18:00,4.235.069.538,-7.107.763.999
I182048858,Larceny,22/06/2018 17:52,4.232.587.659,-7.107.024.947
I182048809,Larceny,21/06/2018 21:00,4.234.936.718,-7.116.554.188
I182048759,Residential Burglary,15/06/2018 11:36,4.236.531.295,-7.105.565.803
I182048700,Larceny From Motor Vehicle,21/06/2018 18:25,4.229.144.100,-7.112.180.197
I182048645,Larceny,21/06/2018 16:07,4.234.693.807,-7.109.266.111
I182048580,Residential Burglary,21/06/2018 08:00,4.234.153.413,-7.108.174.368
I182048513,Larceny From Motor Vehicle,20/06/2018 00:00,4.233.565.035,-7.103.438.806
I182048477,Auto Theft,21/06/2018 12:13,4.234.234.193,-7.105.633.276
I182048432,Larceny,21/06/2018 10:29,4.227.222.808,-7.107.006.149
I182048381,Robbery,21/06/2018 05:50,4.235.311.007,-7.106.432.264
I182048297,Larceny,20/06/2018 16:30,4.235.042.609,-7.116.637.332
I182048257,Larceny,20/06/2018 17:54,4.234.862.382,-7.108.277.637
I182048220,Larceny,18/06/2018 08:30,4.236.643.546,-7.106.135.413
I182048193,Larceny,20/06/2018 12:52,4.234.911.289,-7.108.767.768
I182048137,Larceny From Motor Vehicle,20/06/2018 08:48,4.230.682.138,-7.106.030.035
I182048104,Larceny,20/06/2018 10:06,4.234.285.014,-7.106.516.235
I182048028,Auto Theft,19/06/2018 22:38,4.231.944.733,-7.110.039.628
I182047960,Larceny,17/06/2018 00:05,4.227.968.299,-7.109.286.048
I182047897,Residential Burglary,19/06/2018 11:00,4.232.311.753,-7.110.666.220
I182047860,Larceny,19/06/2018 00:18,4.235.118.005,-7.107.666.607
I182047817,Larceny,19/06/2018 13:17,4.232.553.801,-7.106.579.592
I182047796,Larceny,04/04/2018 08:00,4.229.848.866,-7.106.313.294
I182047738,Larceny From Motor Vehicle,18/06/2018 20:00,4.227.615.691,-7.109.550.303
I182047706,Residential Burglary,19/06/2018 02:57,4.228.963.980,-7.107.046.114
I182047656,Larceny,17/06/2018 21:00,4.228.518.631,-7.109.211.276
I182047611,Larceny,18/06/2018 19:17,4.228.164.146,-7.108.851.499
I182047560,Aggravated Assault,18/06/2018 16:51,4.232.665.471,-7.110.679.596
I182047491,Larceny,18/06/2018 13:05,4.227.714.676,-7.112.512.415
I182047399,Larceny,18/06/2018 01:30,4.234.942.864,-7.106.536.641
I182047354,Larceny From Motor Vehicle,17/06/2018 15:00,4.233.210.843,-7.107.014.395
I182047314,Larceny,17/06/2018 11:00,4.235.961.316,-7.105.195.809
I182047279,Larceny,17/06/2018 21:00,4.232.696.647,-7.106.198.607
I182047244,Larceny,17/06/2018 17:22,4.235.272.948,-7.106.256.291
I182047215,Larceny,17/06/2018 14:47,4.234.862.382,-7.108.277.637
I182047175,Aggravated Assault,17/06/2018 11:51,4.230.703.587,-7.108.410.227
I182047141,Larceny,17/06/2018 07:34,4.234.353.469,-7.109.980.109
I182047113,Larceny From Motor Vehicle,16/06/2018 19:10,4.235.407.456,-7.105.533.533
I182047060,Larceny,16/06/2018 21:40,4.231.771.534,-7.109.823.049
I182046994,Larceny,13/06/2018 10:00,4.230.131.086,-7.108.443.841
I182046918,Larceny,16/06/2018 12:47,4.235.157.076,-7.107.186.599
I182046858,Commercial Burglary,16/06/2018 08:09,4.229.212.974,-7.107.175.746
I182046834,Larceny,15/06/2018 19:00,4.234.601.613,-7.109.381.210
I182046742,Larceny,15/06/2018 13:35,4.239.214.603,-7.100.893.922
I182046712,Aggravated Assault,15/06/2018 17:26,4.225.833.321,-7.115.771.218
I182046657,Aggravated Assault,15/06/2018 15:49,4.230.497.366,-7.106.134.412
I182046620,Larceny,15/06/2018 13:00,4.226.701.085,-7.112.096.171
I182046579,Aggravated Assault,14/06/2018 12:00,4.228.665.378,-7.112.665.398
I182046536,Larceny From Motor Vehicle,15/06/2018 10:30,4.232.217.348,-7.108.506.711
I182046441,Larceny From Motor Vehicle,14/06/2018 23:51,4.232.557.398,-7.105.248.130
I182046381,Auto Theft,13/06/2018 19:00,4.229.451.627,-7.105.875.403
I182046136,Auto Theft,13/06/2018 22:00,4.229.326.831,-7.105.006.449
I182046312,Larceny,14/06/2018 14:26,4.227.357.721,-7.106.770.430
I182046229,Auto Theft,12/06/2018 14:00,4.231.788.029,-7.108.629.880
I182046178,Larceny From Motor Vehicle,10/06/2018 20:00,4.233.049.422,-7.104.342.091
I182046134,Larceny,13/06/2018 20:00,4.235.216.435,-7.112.378.708
I182046098,Robbery,13/06/2018 22:00,4.233.676.619,-7.108.205.122
I182046018,Larceny,13/06/2018 18:02,4.234.840.576,-7.108.688.339
I182045991,Larceny,13/06/2018 17:51,4.230.060.543,-7.106.126.785
I182045945,Auto Theft,12/06/2018 17:00,4.233.810.945,-7.103.749.747
I182045910,Larceny,07/06/2018 08:00,4.235.074.192,-7.107.146.111
I182045869,Larceny From Motor Vehicle,11/06/2018 03:00,4.228.928.493,-7.108.667.781
I182045818,Auto Theft,13/06/2018 08:35,4.228.631.299,-7.109.218.412
I182045765,Aggravated Assault,12/06/2018 22:45,4.226.217.287,-7.111.245.418
I182045740,Larceny,12/06/2018 20:31,4.232.552.923,-7.107.352.421
I182045661,Robbery,12/06/2018 16:46,4.227.130.225,-7.107.442.362
I182045588,Larceny,12/06/2018 13:40,4.236.990.005,-7.104.003.478
I182045549,Auto Theft,03/05/2018 08:37,4.234.771.287,-7.107.374.933
I182045502,Larceny From Motor Vehicle,11/06/2018 20:00,4.230.263.978,-7.106.038.376
I182045458,Aggravated Assault,12/06/2018 06:44,4.235.602.373,-7.106.177.615
I182045425,Aggravated Assault,11/06/2018 23:48,4.238.020.475,-7.105.741.400
I182045366,Aggravated Assault,11/06/2018 17:31,4.232.974.821,-7.108.454.012
I182045322,Larceny,07/06/2018 18:46,4.236.039.960,-7.105.482.846
I182045281,Larceny,11/06/2018 15:42,4.235.680.075,-7.105.893.025
I182045210,Larceny,02/06/2018 16:20,4.235.118.146,-7.108.824.120
I182045168,Larceny,11/06/2018 10:54,4.229.420.769,-7.104.975.975
I182045090,Larceny From Motor Vehicle,11/06/2018 01:33,4.226.802.400,-7.109.301.057
I182045024,Residential Burglary,10/06/2018 19:01,4.234.522.836,-7.108.537.838
